Frame; Time (ms); Time (s); Delta
2554;23509,02;23,51;9,37
2555;23518,76;23,52;9,74
2556;23528,45;23,53;9,69
2557;23538,03;23,54;9,58
2558;23547,82;23,55;9,79
2559;23557,45;23,56;9,63
2560;23567,34;23,57;9,89
2561;23577,13;23,58;9,79
2562;23587,59;23,59;10,46
2563;23597,61;23,6;10,02
2564;23607,81;23,61;10,2
2565;23618,09;23,62;10,28
2566;23628,36;23,63;10,27
2567;23638,6;23,64;10,24
2568;23648,95;23,65;10,35
2569;23659,17;23,66;10,22
2570;23669,75;23,67;10,58
2571;23680,45;23,68;10,7
2572;23690,95;23,69;10,5
2573;23701,66;23,7;10,71
2574;23712,37;23,71;10,71
2575;23722,62;23,72;10,25
2576;23733,03;23,73;10,41
2577;23742,98;23,74;9,95
2578;23753,22;23,75;10,24
2579;23763,58;23,76;10,36
2580;23773,7;23,77;10,12
2581;23784,04;23,78;10,34
2582;23794,2;23,79;10,16
2583;23804,52;23,8;10,32
2584;23814,77;23,81;10,25
2585;23824,85;23,82;10,08
2586;23835,09;23,84;10,24
2587;23845,05;23,85;9,96
2588;23854,83;23,85;9,78
2589;23864,75;23,86;9,92
2590;23874,17;23,87;9,42
2591;23883,82;23,88;9,65
2592;23893,34;23,89;9,52
2593;23902,92;23,9;9,58
2594;23912,62;23,91;9,7
2595;23922,02;23,92;9,4
2596;23931,6;23,93;9,58
2597;23940,76;23,94;9,16
2598;23950,12;23,95;9,36
2599;23959,14;23,96;9,02
2600;23968,35;23,97;9,21
2601;23977,4;23,98;9,05
2602;23986,28;23,99;8,88
2603;23995,3;24;9,02
2604;24003,98;24;8,68
2605;24012,95;24,01;8,97
2606;24021,48;24,02;8,53
2607;24030,35;24,03;8,87
2608;24038,71;24,04;8,36
2609;24047,38;24,05;8,67
2610;24055,71;24,06;8,33
2611;24064,35;24,06;8,64
2612;24072,64;24,07;8,29
2613;24081,21;24,08;8,57
2614;24089,44;24,09;8,23
2615;24098,23;24,1;8,79
2616;24106,26;24,11;8,03
2617;24114,64;24,11;8,38
2618;24122,39;24,12;7,75
2619;24130,43;24,13;8,04
2620;24138,21;24,14;7,78
2621;24146,27;24,15;8,06
2622;24153,87;24,15;7,6
2623;24161,66;24,16;7,79
2624;24169,3;24,17;7,64
2625;24176,88;24,18;7,58
2626;24184,71;24,18;7,83
2627;24192,58;24,19;7,87
2628;24200,35;24,2;7,77
2629;24207,83;24,21;7,48
2630;24215,4;24,22;7,57
2631;24222,72;24,22;7,32
2632;24230,22;24,23;7,5
2633;24237,55;24,24;7,33
2634;24245,18;24,25;7,63
2635;24252,49;24,25;7,31
2636;24259,86;24,26;7,37
2637;24267,42;24,27;7,56
2638;24274,6;24,27;7,18
2639;24282,1;24,28;7,5
2640;24289,21;24,29;7,11
2641;24296,48;24,3;7,27
2642;24303,98;24,3;7,5
2643;24311,47;24,31;7,49
2644;24318,59;24,32;7,12
2645;24325,73;24,33;7,14
2646;24333,18;24,33;7,45
2647;24340,25;24,34;7,07
2648;24347,49;24,35;7,24
2649;24354,51;24,35;7,02
2650;24362,12;24,36;7,61
2651;24369,07;24,37;6,95
2652;24376,06;24,38;6,99
2653;24383,53;24,38;7,47
2654;24390,52;24,39;6,99
2655;24397,57;24,4;7,05
2656;24407,46;24,41;9,89
2657;24414,49;24,41;7,03
2658;24421,44;24,42;6,95
2659;24429,07;24,43;7,63
2660;24436,1;24,44;7,03
2661;24443,11;24,44;7,01
2662;24450,46;24,45;7,35
2663;24457,54;24,46;7,08
2664;24464,73;24,46;7,19
2665;24471,81;24,47;7,08
2666;24479,01;24,48;7,2
2667;24486,2;24,49;7,19
2668;24493,17;24,49;6,97
2669;24500,54;24,5;7,37
2670;24507,76;24,51;7,22
2671;24515,14;24,52;7,38
2672;24522,14;24,52;7
2673;24529,89;24,53;7,75
2674;24536,78;24,54;6,89
2675;24544,01;24,54;7,23
2676;24550,98;24,55;6,97
2677;24557,95;24,56;6,97
2678;24565,24;24,57;7,29
2679;24572,24;24,57;7
2680;24579,73;24,58;7,49
2681;24586,82;24,59;7,09
2682;24594,03;24,59;7,21
2683;24601,21;24,6;7,18
2684;24608,1;24,61;6,89
2685;24615,36;24,62;7,26
2686;24622,41;24,62;7,05
2687;24629,84;24,63;7,43
2688;24636,93;24,64;7,09
2689;24644,07;24,64;7,14
2690;24651,38;24,65;7,31
2691;24658,63;24,66;7,25
2692;24666,18;24,67;7,55
2693;24673,37;24,67;7,19
2694;24680,88;24,68;7,51
2695;24688,1;24,69;7,22
2696;24695,59;24,7;7,49
2697;24702,82;24,7;7,23
2698;24710,5;24,71;7,68
2699;24717,66;24,72;7,16
2700;24724,84;24,72;7,18
2701;24732,23;24,73;7,39
2702;24739,45;24,74;7,22
2703;24746,91;24,75;7,46
2704;24754,13;24,75;7,22
2705;24761,77;24,76;7,64
2706;24768,98;24,77;7,21
2707;24776,28;24,78;7,3
2708;24783,82;24,78;7,54
2709;24791,13;24,79;7,31
2710;24798,73;24,8;7,6
2711;24806,09;24,81;7,36
2712;24813,7;24,81;7,61
2713;24821,06;24,82;7,36
2714;24828,66;24,83;7,6
2715;24836,03;24,84;7,37
2716;24843,46;24,84;7,43
2717;24851,04;24,85;7,58
2718;24858,31;24,86;7,27
2719;24866;24,87;7,69
2720;24873,24;24,87;7,24
2721;24881,12;24,88;7,88
2722;24888,52;24,89;7,4
2723;24896,28;24,9;7,76
2724;24903,59;24,9;7,31
2725;24910,98;24,91;7,39
2726;24918,68;24,92;7,7
2727;24926,08;24,93;7,4
2728;24933,69;24,93;7,61
2729;24941,09;24,94;7,4
2730;24948,6;24,95;7,51
2731;24955,98;24,96;7,38
2732;24963,63;24,96;7,65
2733;24971;24,97;7,37
2734;24978,62;24,98;7,62
2735;24986,04;24,99;7,42
2736;24993,47;24,99;7,43
2737;25001,29;25;7,82
2738;25008,62;25,01;7,33
2739;25016,37;25,02;7,75
2740;25023,71;25,02;7,34
2741;25031,54;25,03;7,83
2742;25038,96;25,04;7,42
2743;25046,68;25,05;7,72
2744;25054,02;25,05;7,34
2745;25061,74;25,06;7,72
2746;25069,14;25,07;7,4
2747;25076,59;25,08;7,45
2748;25084,31;25,08;7,72
2749;25091,78;25,09;7,47
2750;25099,51;25,1;7,73
2751;25106,96;25,11;7,45
2752;25114,61;25,11;7,65
2753;25122,25;25,12;7,64
2754;25129,99;25,13;7,74
2755;25137,46;25,14;7,47
2756;25145,09;25,15;7,63
2757;25152,48;25,15;7,39
2758;25159,86;25,16;7,38
2759;25167,64;25,17;7,78
2760;25174,99;25,17;7,35
2761;25182,52;25,18;7,53
2762;25189,79;25,19;7,27
2763;25197,44;25,2;7,65
2764;25204,76;25,2;7,32
2765;25212,36;25,21;7,6
2766;25219,72;25,22;7,36
2767;25227,22;25,23;7,5
2768;25234,52;25,23;7,3
2769;25241,81;25,24;7,29
2770;25249,43;25,25;7,62
2771;25256,71;25,26;7,28
2772;25264,28;25,26;7,57
2773;25271,64;25,27;7,36
2774;25279,2;25,28;7,56
2775;25286,32;25,29;7,12
2776;25293,51;25,29;7,19
2777;25301,04;25,3;7,53
2778;25308,15;25,31;7,11
2779;25315,53;25,32;7,38
2780;25322,77;25,32;7,24
2781;25330,09;25,33;7,32
2782;25337,23;25,34;7,14
2783;25344,51;25,34;7,28
2784;25351,68;25,35;7,17
2785;25358,78;25,36;7,1
2786;25366,14;25,37;7,36
2787;25373,18;25,37;7,04
2788;25380,6;25,38;7,42
2789;25387,62;25,39;7,02
2790;25394,69;25,39;7,07
2791;25402,18;25,4;7,49
2792;25409,28;25,41;7,1
2793;25416,63;25,42;7,35
2794;25423,77;25,42;7,14
2795;25431,17;25,43;7,4
2796;25438,36;25,44;7,19
2797;25445,89;25,45;7,53
2798;25453,01;25,45;7,12
2799;25460,19;25,46;7,18
2800;25467,52;25,47;7,33
2801;25474,62;25,47;7,1
2802;25481,99;25,48;7,37
2803;25489,04;25,49;7,05
2804;25496,28;25,5;7,24
2805;25503,29;25,5;7,01
2806;25510,26;25,51;6,97
2807;25517,41;25,52;7,15
2808;25524,27;25,52;6,86
2809;25532,67;25,53;8,4
2810;25538,96;25,54;6,29
2811;25545,98;25,55;7,02
2812;25552,82;25,55;6,84
2813;25559,74;25,56;6,92
2814;25566,83;25,57;7,09
2815;25573,73;25,57;6,9
2816;25580,96;25,58;7,23
2817;25587,84;25,59;6,88
2818;25594,91;25,59;7,07
2819;25601,78;25,6;6,87
2820;25608,63;25,61;6,85
2821;25615,8;25,62;7,17
2822;25622,64;25,62;6,84
2823;25629,71;25,63;7,07
2824;25636,56;25,64;6,85
2825;25643,43;25,64;6,87
2826;25650,56;25,65;7,13
2827;25657,43;25,66;6,87
2828;25664,49;25,66;7,06
2829;25671,35;25,67;6,86
2830;25678,36;25,68;7,01
2831;25685,29;25,69;6,93
2832;25691,97;25,69;6,68
2833;25699,1;25,7;7,13
2834;25705,95;25,71;6,85
2835;25713,12;25,71;7,17
2836;25719,89;25,72;6,77
2837;25726,77;25,73;6,88
2838;25733,9;25,73;7,13
2839;25740,62;25,74;6,72
2840;25747,72;25,75;7,1
2841;25754,65;25,75;6,93
2842;25761,73;25,76;7,08
2843;25768,71;25,77;6,98
2844;25775,66;25,78;6,95
2845;25782,94;25,78;7,28
2846;25789,87;25,79;6,93
2847;25797,07;25,8;7,2
2848;25803,95;25,8;6,88
2849;25811,07;25,81;7,12
2850;25817,88;25,82;6,81
2851;25824,8;25,82;6,92
2852;25831,86;25,83;7,06
2853;25838,74;25,84;6,88
2854;25845,85;25,85;7,11
2855;25852,66;25,85;6,81
2856;25859,47;25,86;6,81
2857;25866,58;25,87;7,11
2858;25873,35;25,87;6,77
2859;25880,34;25,88;6,99
2860;25887,06;25,89;6,72
2861;25893,8;25,89;6,74
2862;25900,74;25,9;6,94
2863;25907,44;25,91;6,7
2864;25914,43;25,91;6,99
2865;25921,16;25,92;6,73
2866;25928,18;25,93;7,02
2867;25934,84;25,93;6,66
2868;25941,73;25,94;6,89
2869;25948,67;25,95;6,94
2870;25955,34;25,96;6,67
2871;25962,34;25,96;7
2872;25969,02;25,97;6,68
2873;25975,69;25,98;6,67
2874;25982,66;25,98;6,97
2875;25989,34;25,99;6,68
2876;25996,81;26;7,47
2877;26003,12;26;6,31
2878;26009,6;26,01;6,48
2879;26016,44;26,02;6,84
2880;26023,06;26,02;6,62
2881;26029,92;26,03;6,86
2882;26036,55;26,04;6,63
2883;26043,18;26,04;6,63
2884;26050,11;26,05;6,93
2885;26056,71;26,06;6,6
2886;26063,6;26,06;6,89
2887;26070,16;26,07;6,56
2888;26076,74;26,08;6,58
2889;26084,39;26,08;7,65
2890;26090,55;26,09;6,16
2891;26097;26,1;6,45
2892;26103,36;26,1;6,36
2893;26109,91;26,11;6,55
2894;26116,79;26,12;6,88
2895;26123,34;26,12;6,55
2896;26130,2;26,13;6,86
2897;26136,72;26,14;6,52
2898;26143,52;26,14;6,8
2899;26151,43;26,15;7,91
2900;26157,71;26,16;6,28
2901;26163,72;26,16;6,01
2902;26169,91;26,17;6,19
2903;26176,37;26,18;6,46
2904;26183,1;26,18;6,73
2905;26189,62;26,19;6,52
2906;26196,4;26,2;6,78
2907;26202,91;26,2;6,51
2908;26209,38;26,21;6,47
2909;26216,15;26,22;6,77
2910;26222,67;26,22;6,52
2911;26229,36;26,23;6,69
2912;26235,85;26,24;6,49
2913;26242,45;26,24;6,6
2914;26249,13;26,25;6,68
2915;26255,62;26,26;6,49
2916;26262,4;26,26;6,78
2917;26268,91;26,27;6,51
2918;26275,42;26,28;6,51
2919;26282,4;26,28;6,98
2920;26288,9;26,29;6,5
2921;26295,46;26,3;6,56
2922;26302,26;26,3;6,8
2923;26308,67;26,31;6,41
2924;26315,36;26,32;6,69
2925;26321,88;26,32;6,52
2926;26328,7;26,33;6,82
2927;26335,41;26,34;6,71
2928;26341,64;26,34;6,23
2929;26348,59;26,35;6,95
2930;26354,92;26,35;6,33
2931;26361,64;26,36;6,72
2932;26368,26;26,37;6,62
2933;26374,73;26,37;6,47
2934;26381,46;26,38;6,73
2935;26387,99;26,39;6,53
2936;26394,5;26,39;6,51
2937;26401,39;26,4;6,89
2938;26407,95;26,41;6,56
2939;26414,79;26,41;6,84
2940;26421,33;26,42;6,54
2941;26428,08;26,43;6,75
2942;26434,6;26,43;6,52
2943;26441,09;26,44;6,49
2944;26447,83;26,45;6,74
2945;26454,32;26,45;6,49
2946;26460,82;26,46;6,5
2947;26467,5;26,47;6,68
2948;26473,99;26,47;6,49
2949;26480,66;26,48;6,67
2950;26487,25;26,49;6,59
2951;26493,65;26,49;6,4
2952;26500,32;26,5;6,67
2953;26506,86;26,51;6,54
2954;26513,65;26,51;6,79
2955;26520,13;26,52;6,48
2956;26526,52;26,53;6,39
2957;26533,32;26,53;6,8
2958;26540,34;26,54;7,02
2959;26547,54;26,55;7,2
2960;26554,46;26,55;6,92
2961;26560,41;26,56;5,95
2962;26566,62;26,57;6,21
2963;26572,9;26,57;6,28
2964;26579,63;26,58;6,73
2965;26586,06;26,59;6,43
2966;26592,46;26,59;6,4
2967;26599,37;26,6;6,91
2968;26605,78;26,61;6,41
2969;26612,23;26,61;6,45
2970;26618,87;26,62;6,64
2971;26625,35;26,63;6,48
2972;26632,42;26,63;7,07
2973;26638,73;26,64;6,31
2974;26645,16;26,65;6,43
2975;26651,62;26,65;6,46
2976;26658,24;26,66;6,62
2977;26664,68;26,66;6,44
2978;26671,08;26,67;6,4
2979;26677,69;26,68;6,61
2980;26684,4;26,68;6,71
2981;26690,58;26,69;6,18
2982;26697,19;26,7;6,61
2983;26703,6;26,7;6,41
2984;26709,98;26,71;6,38
2985;26716,69;26,72;6,71
2986;26723,49;26,72;6,8
2987;26729,66;26,73;6,17
2988;26735,98;26,74;6,32
2989;26742,57;26,74;6,59
2990;26748,72;26,75;6,15
2991;26755,15;26,76;6,43
2992;26761,64;26,76;6,49
2993;26767,97;26,77;6,33
2994;26774,25;26,77;6,28
2995;26780,84;26,78;6,59
2996;26787,09;26,79;6,25
2997;26793,43;26,79;6,34
2998;26799,95;26,8;6,52
2999;26806,31;26,81;6,36
3000;26812,87;26,81;6,56
3001;26819,36;26,82;6,49
3002;26825,57;26,83;6,21
3003;26832,24;26,83;6,67
3004;26838,63;26,84;6,39
3005;26845,34;26,85;6,71
3006;26851,96;26,85;6,62
3007;26858,35;26,86;6,39
3008;26864,76;26,86;6,41
3009;26874,13;26,87;9,37
3010;26881,32;26,88;7,19
3011;26887,82;26,89;6,5
3012;26894,43;26,89;6,61
3013;26900,93;26,9;6,5
3014;26907,32;26,91;6,39
3015;26914,11;26,91;6,79
3016;26920,47;26,92;6,36
3017;26926,95;26,93;6,48
3018;26933,6;26,93;6,65
3019;26940,02;26,94;6,42
3020;26946,73;26,95;6,71
3021;26953,17;26,95;6,44
3022;26959,78;26,96;6,61
3023;26966,58;26,97;6,8
3024;26973,02;26,97;6,44
3025;26979,78;26,98;6,76
3026;26986,17;26,99;6,39
3027;26992,63;26,99;6,46
3028;26999,43;27;6,8
3029;27005,86;27,01;6,43
3030;27012,43;27,01;6,57
3031;27018,86;27,02;6,43
3032;27025,16;27,03;6,3
3033;27032,08;27,03;6,92
3034;27038,38;27,04;6,3
3035;27044,9;27,04;6,52
3036;27051,68;27,05;6,78
3037;27058,41;27,06;6,73
3038;27064,43;27,06;6,02
3039;27070,5;27,07;6,07
3040;27076,61;27,08;6,11
3041;27083,29;27,08;6,68
3042;27089,45;27,09;6,16
3043;27096,06;27,1;6,61
3044;27102,72;27,1;6,66
3045;27108,86;27,11;6,14
3046;27115,18;27,12;6,32
3047;27121,48;27,12;6,3
3048;27127,99;27,13;6,51
3049;27134,27;27,13;6,28
3050;27140,52;27,14;6,25
3051;27147,04;27,15;6,52
3052;27153,37;27,15;6,33
3053;27159,54;27,16;6,17
3054;27166,77;27,17;7,23
3055;27172,78;27,17;6,01
3056;27179,06;27,18;6,28
3057;27185,28;27,19;6,22
3058;27191,52;27,19;6,24
3059;27198,05;27,2;6,53
3060;27204,55;27,2;6,5
3061;27210,91;27,21;6,36
3062;27217,39;27,22;6,48
3063;27223,61;27,22;6,22
3064;27230,09;27,23;6,48
3065;27236,49;27,24;6,4
3066;27242,76;27,24;6,27
3067;27249,43;27,25;6,67
3068;27255,75;27,26;6,32
3069;27262,48;27,26;6,73
3070;27268,8;27,27;6,32
3071;27275,19;27,28;6,39
3072;27281,91;27,28;6,72
3073;27288,32;27,29;6,41
3074;27295,02;27,3;6,7
3075;27301,66;27,3;6,64
3076;27307,87;27,31;6,21
3077;27314,49;27,31;6,62
3078;27320,91;27,32;6,42
3079;27327,59;27,33;6,68
3080;27334,04;27,33;6,45
3081;27340,54;27,34;6,5
3082;27347,3;27,35;6,76
3083;27353,79;27,35;6,49
3084;27360,41;27,36;6,62
3085;27367,1;27,37;6,69
3086;27373,54;27,37;6,44
3087;27380,23;27,38;6,69
3088;27386,71;27,39;6,48
3089;27394,41;27,39;7,7
3090;27400,87;27,4;6,46
3091;27407,33;27,41;6,46
3092;27414;27,41;6,67
3093;27420,43;27,42;6,43
3094;27426,88;27,43;6,45
3095;27433,53;27,43;6,65
3096;27440,02;27,44;6,49
3097;27446,78;27,45;6,76
3098;27453,69;27,45;6,91
3099;27460,2;27,46;6,51
3100;27468,29;27,47;8,09
3101;27477,22;27,48;8,93
3102;27483,66;27,48;6,44
3103;27489,86;27,49;6,2
3104;27496,41;27,5;6,55
3105;27502,73;27,5;6,32
3106;27509,22;27,51;6,49
3107;27515,93;27,52;6,71
3108;27522,55;27,52;6,62
3109;27529,11;27,53;6,56
3110;27535,6;27,54;6,49
3111;27542,11;27,54;6,51
3112;27548,78;27,55;6,67
3113;27555,49;27,56;6,71
3114;27561,88;27,56;6,39
3115;27568,3;27,57;6,42
3116;27574,94;27,57;6,64
3117;27581,6;27,58;6,66
3118;27587,97;27,59;6,37
3119;27594,37;27,59;6,4
3120;27600,91;27,6;6,54
3121;27607,28;27,61;6,37
3122;27613,97;27,61;6,69
3123;27620,41;27,62;6,44
3124;27626,76;27,63;6,35
3125;27633,29;27,63;6,53
3126;27639,65;27,64;6,36
3127;27646,15;27,65;6,5
3128;27652,45;27,65;6,3
3129;27658,81;27,66;6,36
3130;27665,37;27,67;6,56
3131;27671,71;27,67;6,34
3132;27678,67;27,68;6,96
3133;27685,1;27,69;6,43
3134;27691,64;27,69;6,54
3135;27698,34;27,7;6,7
3136;27704,79;27,7;6,45
3137;27711,43;27,71;6,64
3138;27717,84;27,72;6,41
3139;27724,24;27,72;6,4
3140;27730,93;27,73;6,69
3141;27737,32;27,74;6,39
3142;27743,7;27,74;6,38
3143;27751,16;27,75;7,46
3144;27757,31;27,76;6,15
3145;27763,32;27,76;6,01
3146;27769,57;27,77;6,25
3147;27775,88;27,78;6,31
3148;27782,8;27,78;6,92
3149;27789,46;27,79;6,66
3150;27796;27,8;6,54
3151;27802,31;27,8;6,31
3152;27808,63;27,81;6,32
3153;27815,24;27,82;6,61
3154;27821,62;27,82;6,38
3155;27828,26;27,83;6,64
3156;27834,68;27,83;6,42
3157;27841,1;27,84;6,42
3158;27847,8;27,85;6,7
3159;27854,24;27,85;6,44
3160;27860,9;27,86;6,66
3161;27867,39;27,87;6,49
3162;27873,83;27,87;6,44
3163;27880,5;27,88;6,67
3164;27886,93;27,89;6,43
3165;27893,38;27,89;6,45
3166;27900,13;27,9;6,75
3167;27906,61;27,91;6,48
3168;27913,35;27,91;6,74
3169;27919,83;27,92;6,48
3170;27926,72;27,93;6,89
3171;27933,51;27,93;6,79
3172;27939,76;27,94;6,25
3173;27946,43;27,95;6,67
3174;27952,9;27,95;6,47
3175;27959,64;27,96;6,74
3176;27966,21;27,97;6,57
3177;27972,85;27,97;6,64
3178;27979,42;27,98;6,57
3179;27986,11;27,99;6,69
3180;27992,62;27,99;6,51
3181;27999,54;28;6,92
3182;28006,06;28,01;6,52
3183;28012,91;28,01;6,85
3184;28019,5;28,02;6,59
3185;28025,88;28,03;6,38
3186;28033,98;28,03;8,1
3187;28050,53;28,05;16,55
3188;28058,04;28,06;7,51
3189;28067,07;28,07;9,03
3190;28073,58;28,07;6,51
3191;28080,05;28,08;6,47
3192;28086,79;28,09;6,74
3193;28094,1;28,09;7,31
3194;28100,93;28,1;6,83
3195;28129,75;28,13;28,82
3196;28140,55;28,14;10,8
3197;28150,74;28,15;10,19
3198;28159,24;28,16;8,5
3199;28166,58;28,17;7,34
3200;28173,77;28,17;7,19
3201;28181,28;28,18;7,51
3202;28188,19;28,19;6,91
3203;28195,35;28,2;7,16
3204;28202,66;28,2;7,31
3205;28209,72;28,21;7,06
3206;28217,18;28,22;7,46
3207;28224,88;28,22;7,7
3208;28232,22;28,23;7,34
3209;28239,32;28,24;7,1
3210;28246,21;28,25;6,89
3211;28253,32;28,25;7,11
3212;28260,25;28,26;6,93
3213;28267,5;28,27;7,25
3214;28274,28;28,27;6,78
3215;28281,53;28,28;7,25
3216;28288,34;28,29;6,81
3217;28295,24;28,3;6,9
3218;28303,05;28,3;7,81
3219;28310,18;28,31;7,13
3220;28317,68;28,32;7,5
3221;28324,51;28,32;6,83
3222;28331,42;28,33;6,91
3223;28338,17;28,34;6,75
3224;28345,01;28,35;6,84
3225;28352,19;28,35;7,18
3226;28359,12;28,36;6,93
3227;28366,33;28,37;7,21
3228;28373,28;28,37;6,95
3229;28380,22;28,38;6,94
3230;28387,7;28,39;7,48
3231;28394,9;28,39;7,2
3232;28401,86;28,4;6,96
3233;28408,79;28,41;6,93
3234;28415,76;28,42;6,97
3235;28422,42;28,42;6,66
3236;28429,26;28,43;6,84
3237;28436,35;28,44;7,09
3238;28443,96;28,44;7,61
3239;28450,82;28,45;6,86
3240;28458,63;28,46;7,81
3241;28465,85;28,47;7,22
3242;28472,66;28,47;6,81
3243;28480,85;28,48;8,19
3244;28488,12;28,49;7,27
3245;28495,26;28,5;7,14
3246;28502,4;28,5;7,14
3247;28510,28;28,51;7,88
3248;28517,19;28,52;6,91
3249;28524,16;28,52;6,97
3250;28531,35;28,53;7,19
3251;28538,3;28,54;6,95
3252;28545,42;28,55;7,12
3253;28552,46;28,55;7,04
3254;28559,99;28,56;7,53
3255;28568,3;28,57;8,31
3256;28575,42;28,58;7,12
3257;28582,75;28,58;7,33
3258;28589,82;28,59;7,07
3259;28597,4;28,6;7,58
3260;28604,76;28,6;7,36
3261;28612;28,61;7,24
3262;28619,37;28,62;7,37
3263;28626,43;28,63;7,06
3264;28633,5;28,63;7,07
3265;28640,57;28,64;7,07
3266;28648,2;28,65;7,63
3267;28655,51;28,66;7,31
3268;28663,64;28,66;8,13
3269;28670,7;28,67;7,06
3270;28678,82;28,68;8,12
3271;28686,42;28,69;7,6
3272;28693,63;28,69;7,21
3273;28700,44;28,7;6,81
3274;28707,4;28,71;6,96
3275;28714,34;28,71;6,94
3276;28723,16;28,72;8,82
3277;28730,47;28,73;7,31
3278;28737,36;28,74;6,89
3279;28744,32;28,74;6,96
3280;28751,39;28,75;7,07
3281;28758,28;28,76;6,89
3282;28765,13;28,77;6,85
3283;28771,98;28,77;6,85
3284;28778,82;28,78;6,84
3285;28785,73;28,79;6,91
3286;28793,13;28,79;7,4
3287;28800,22;28,8;7,09
3288;28807,26;28,81;7,04
3289;28814,25;28,81;6,99
3290;28823,44;28,82;9,19
3291;28830,67;28,83;7,23
3292;28837,88;28,84;7,21
3293;28845,29;28,85;7,41
3294;28852,44;28,85;7,15
3295;28859,38;28,86;6,94
3296;28866,57;28,87;7,19
3297;28874,21;28,87;7,64
3298;28881,46;28,88;7,25
3299;28888,78;28,89;7,32
3300;28895,85;28,9;7,07
3301;28902,88;28,9;7,03
3302;28909,99;28,91;7,11
3303;28917,27;28,92;7,28
3304;28924,47;28,92;7,2
3305;28931,47;28,93;7
3306;28938,3;28,94;6,83
3307;28945,2;28,95;6,9
3308;28952,42;28,95;7,22
3309;28960,08;28,96;7,66
3310;28967,27;28,97;7,19
3311;28974,29;28,97;7,02
3312;28981,17;28,98;6,88
3313;28987,94;28,99;6,77
3314;28995,25;29;7,31
3315;29003,25;29;8
3316;29013,29;29,01;10,04
3317;29024,29;29,02;11
3318;29036,32;29,04;12,03
3319;29043,55;29,04;7,23
3320;29050,5;29,05;6,95
3321;29057,83;29,06;7,33
3322;29065,08;29,07;7,25
3323;29072,83;29,07;7,75
3324;29079,84;29,08;7,01
3325;29087,17;29,09;7,33
3326;29094,63;29,09;7,46
3327;29101,53;29,1;6,9
3328;29109;29,11;7,47
3329;29116,2;29,12;7,2
3330;29123,37;29,12;7,17
3331;29130,34;29,13;6,97
3332;29137,3;29,14;6,96
3333;29144,44;29,14;7,14
3334;29152,36;29,15;7,92
3335;29159,32;29,16;6,96
3336;29166,74;29,17;7,42
3337;29174,21;29,17;7,47
3338;29181,17;29,18;6,96
3339;29188,1;29,19;6,93
3340;29195,46;29,2;7,36
3341;29202,62;29,2;7,16
3342;29209,56;29,21;6,94
3343;29216,95;29,22;7,39
3344;29224,22;29,22;7,27
3345;29231,09;29,23;6,87
3346;29238,31;29,24;7,22
3347;29245,42;29,25;7,11
3348;29252,34;29,25;6,92
3349;29259,52;29,26;7,18
3350;29266,73;29,27;7,21
3351;29273,99;29,27;7,26
3352;29281,33;29,28;7,34
3353;29289,13;29,29;7,8
3354;29296,16;29,3;7,03
3355;29303,44;29,3;7,28
3356;29310,24;29,31;6,8
3357;29317,42;29,32;7,18
3358;29325,84;29,33;8,42
3359;29333,21;29,33;7,37
3360;29340,21;29,34;7
3361;29347,03;29,35;6,82
3362;29354,77;29,35;7,74
3363;29361,82;29,36;7,05
3364;29369,6;29,37;7,78
3365;29377,18;29,38;7,58
3366;29384,45;29,38;7,27
3367;29391,99;29,39;7,54
3368;29399,78;29,4;7,79
3369;29407,16;29,41;7,38
3370;29415,1;29,42;7,94
3371;29422,49;29,42;7,39
3372;29429,97;29,43;7,48
3373;29437,32;29,44;7,35
3374;29444,95;29,44;7,63
3375;29452,59;29,45;7,64
3376;29460,18;29,46;7,59
3377;29467,8;29,47;7,62
3378;29475,27;29,48;7,47
3379;29483,8;29,48;8,53
3380;29491,58;29,49;7,78
3381;29499,24;29,5;7,66
3382;29507,12;29,51;7,88
3383;29517,12;29,52;10
3384;29523,99;29,52;6,87
3385;29531,86;29,53;7,87
3386;29539,15;29,54;7,29
3387;29546,24;29,55;7,09
3388;29553,35;29,55;7,11
3389;29560,8;29,56;7,45
3390;29568,22;29,57;7,42
3391;29576,01;29,58;7,79
3392;29584,48;29,58;8,47
3393;29592,31;29,59;7,83
3394;29600,43;29,6;8,12
3395;29608,63;29,61;8,2
3396;29616,74;29,62;8,11
3397;29624,64;29,62;7,9
3398;29632,93;29,63;8,29
3399;29641,05;29,64;8,12
3400;29649,6;29,65;8,55
3401;29658,1;29,66;8,5
3402;29666,94;29,67;8,84
3403;29675,4;29,68;8,46
3404;29684,65;29,68;9,25
3405;29693,39;29,69;8,74
3406;29702,44;29,7;9,05
3407;29711,37;29,71;8,93
3408;29720,26;29,72;8,89
3409;29729,27;29,73;9,01
3410;29737,6;29,74;8,33
3411;29746,37;29,75;8,77
3412;29755,14;29,76;8,77
3413;29763,8;29,76;8,66
3414;29771,87;29,77;8,07
3415;29780,11;29,78;8,24
3416;29787,94;29,79;7,83
3417;29796,04;29,8;8,1
3418;29804,02;29,8;7,98
3419;29815,14;29,82;11,12
3420;29822,98;29,82;7,84
3421;29830,53;29,83;7,55
3422;29837,88;29,84;7,35
3423;29845,37;29,85;7,49
3424;29852,76;29,85;7,39
3425;29859,98;29,86;7,22
3426;29867,28;29,87;7,3
3427;29874,93;29,87;7,65
3428;29882,49;29,88;7,56
3429;29889,67;29,89;7,18
