Frame; Time (ms); Time (s); Delta
5073;43211,39;43,21;7,92
5074;43219,31;43,22;7,92
5075;43226,98;43,23;7,67
5076;43235,37;43,24;8,39
5077;43243,26;43,24;7,89
5078;43251;43,25;7,74
5079;43258,87;43,26;7,87
5080;43266,94;43,27;8,07
5081;43274,42;43,27;7,48
5082;43282,1;43,28;7,68
5083;43289,66;43,29;7,56
5084;43297,51;43,3;7,85
5085;43305,26;43,31;7,75
5086;43313,08;43,31;7,82
5087;43324,12;43,32;11,04
5088;43331,58;43,33;7,46
5089;43339,27;43,34;7,69
5090;43346,84;43,35;7,57
5091;43354,61;43,35;7,77
5092;43362,44;43,36;7,83
5093;43370,08;43,37;7,64
5094;43377,95;43,38;7,87
5095;43385,58;43,39;7,63
5096;43393,2;43,39;7,62
5097;43401,11;43,4;7,91
5098;43408,84;43,41;7,73
5099;43417,02;43,42;8,18
5100;43424,79;43,42;7,77
5101;43432,98;43,43;8,19
5102;43440,75;43,44;7,77
5103;43448,75;43,45;8
5104;43456,71;43,46;7,96
5105;43464,64;43,46;7,93
5106;43472,48;43,47;7,84
5107;43480,61;43,48;8,13
5108;43488,48;43,49;7,87
5109;43496,6;43,5;8,12
5110;43504,46;43,5;7,86
5111;43512,67;43,51;8,21
5112;43520,47;43,52;7,8
5113;43528,6;43,53;8,13
5114;43536,42;43,54;7,82
5115;43544,29;43,54;7,87
5116;43554,36;43,55;10,07
5117;43572,39;43,57;18,03
5118;43580,48;43,58;8,09
5119;43588,6;43,59;8,12
5120;43597,14;43,6;8,54
5121;43605,19;43,61;8,05
5122;43614,58;43,61;9,39
5123;43622,47;43,62;7,89
5124;43630,7;43,63;8,23
5125;43638,78;43,64;8,08
5126;43647,15;43,65;8,37
5127;43655,26;43,66;8,11
5128;43663,57;43,66;8,31
5129;43671,69;43,67;8,12
5130;43680,23;43,68;8,54
5131;43688,32;43,69;8,09
5132;43696,55;43,7;8,23
5133;43704,66;43,7;8,11
5134;43712,89;43,71;8,23
5135;43720,82;43,72;7,93
5136;43729;43,73;8,18
5137;43737,04;43,74;8,04
5138;43745,35;43,75;8,31
5139;43753,43;43,75;8,08
5140;43761,77;43,76;8,34
5141;43769,98;43,77;8,21
5142;43778,33;43,78;8,35
5143;43787,6;43,79;9,27
5144;43795,78;43,8;8,18
5145;43804,16;43,8;8,38
5146;43812,78;43,81;8,62
5147;43821,21;43,82;8,43
5148;43829,87;43,83;8,66
5149;43838,39;43,84;8,52
5150;43847,24;43,85;8,85
5151;43855,83;43,86;8,59
5152;43864,7;43,86;8,87
5153;43873,38;43,87;8,68
5154;43882,4;43,88;9,02
5155;43891,4;43,89;9
5156;43900,46;43,9;9,06
5157;43909,16;43,91;8,7
5158;43918,2;43,92;9,04
5159;43926,91;43,93;8,71
5160;43935,91;43,94;9
5161;43944,81;43,94;8,9
5162;43953,51;43,95;8,7
5163;43962,53;43,96;9,02
5164;43971,37;43,97;8,84
5165;43980,62;43,98;9,25
5166;43989,56;43,99;8,94
5167;43998,69;44;9,13
5168;44007,64;44,01;8,95
5169;44016,86;44,02;9,22
5170;44025,77;44,03;8,91
5171;44035,1;44,04;9,33
5172;44044,32;44,04;9,22
5173;44053,36;44,05;9,04
5174;44062,66;44,06;9,3
5175;44071,7;44,07;9,04
5176;44081,09;44,08;9,39
5177;44090,25;44,09;9,16
5178;44100,25;44,1;10
5179;44109,47;44,11;9,22
5180;44118,95;44,12;9,48
5181;44128,47;44,13;9,52
5182;44137,83;44,14;9,36
5183;44147,45;44,15;9,62
5184;44156,9;44,16;9,45
5185;44166,74;44,17;9,84
5186;44176,36;44,18;9,62
5187;44186,32;44,19;9,96
5188;44196,32;44,2;10
5189;44206,52;44,21;10,2
5190;44217,04;44,22;10,52
5191;44227,46;44,23;10,42
5192;44237,61;44,24;10,15
5193;44248,13;44,25;10,52
5194;44258,6;44,26;10,47
5195;44269,57;44,27;10,97
5196;44280,56;44,28;10,99
5197;44291,52;44,29;10,96
5198;44303,02;44,3;11,5
5199;44314,5;44,31;11,48
5200;44325,99;44,33;11,49
5201;44338,07;44,34;12,08
5202;44350,37;44,35;12,3
5203;44362,72;44,36;12,35
5204;44374,97;44,37;12,25
5205;44388,51;44,39;13,54
5206;44401,82;44,4;13,31
5207;44415,31;44,42;13,49
5208;44428,66;44,43;13,35
5209;44441,96;44,44;13,3
5210;44455,79;44,46;13,83
5211;44470,17;44,47;14,38
5212;44484,36;44,48;14,19
5213;44499,12;44,5;14,76
5214;44513,86;44,51;14,74
5215;44528,69;44,53;14,83
5216;44543,44;44,54;14,75
5217;44558,3;44,56;14,86
5218;44573,27;44,57;14,97
5219;44588,93;44,59;15,66
5220;44604,61;44,6;15,68
5221;44620,14;44,62;15,53
5222;44635,71;44,64;15,57
5223;44651,53;44,65;15,82
5224;44667,69;44,67;16,16
5225;44684,29;44,68;16,6
5226;44701,37;44,7;17,08
5227;44718,32;44,72;16,95
5228;44735,16;44,74;16,84
5229;44752,39;44,75;17,23
5230;44769,49;44,77;17,1
5231;44786,7;44,79;17,21
5232;44803,92;44,8;17,22
5233;44821,26;44,82;17,34
5234;44838,43;44,84;17,17
5235;44855,71;44,86;17,28
5236;44873,03;44,87;17,32
5237;44890,57;44,89;17,54
5238;44908,02;44,91;17,45
5239;44925,93;44,93;17,91
5240;44943,49;44,94;17,56
5241;44961,36;44,96;17,87
5242;44979,26;44,98;17,9
5243;44997,22;45;17,96
5244;45015,02;45,02;17,8
5245;45032,68;45,03;17,66
5246;45050,02;45,05;17,34
5247;45067,57;45,07;17,55
5248;45085,29;45,09;17,72
5249;45102,74;45,1;17,45
5250;45120,59;45,12;17,85
5251;45138,28;45,14;17,69
5252;45155,9;45,16;17,62
5253;45173,29;45,17;17,39
5254;45190,58;45,19;17,29
5255;45208,07;45,21;17,49
5256;45225,77;45,23;17,7
5257;45243,81;45,24;18,04
5258;45262,13;45,26;18,32
5259;45280,21;45,28;18,08
5260;45298,44;45,3;18,23
5261;45316,29;45,32;17,85
5262;45335,31;45,34;19,02
5263;45353,85;45,35;18,54
5264;45372,45;45,37;18,6
5265;45390,92;45,39;18,47
5266;45408,88;45,41;17,96
5267;45427,34;45,43;18,46
5268;45445,55;45,45;18,21
5269;45463,65;45,46;18,1
5270;45481,99;45,48;18,34
5271;45500,56;45,5;18,57
5272;45519,61;45,52;19,05
5273;45539,36;45,54;19,75
5274;45559,74;45,56;20,38
5275;45581,08;45,58;21,34
5276;45601,3;45,6;20,22
5277;45621,54;45,62;20,24
5278;45641,06;45,64;19,52
5279;45660,88;45,66;19,82
5280;45680,67;45,68;19,79
5281;45700,7;45,7;20,03
5282;45720,86;45,72;20,16
5283;45741,38;45,74;20,52
5284;45761,69;45,76;20,31
5285;45781,98;45,78;20,29
5286;45802,23;45,8;20,25
5287;45822,67;45,82;20,44
5288;45843,05;45,84;20,38
5289;45864,01;45,86;20,96
5290;45885,59;45,89;21,58
5291;45907,8;45,91;22,21
5292;45929,78;45,93;21,98
5293;45951,93;45,95;22,15
5294;45973,7;45,97;21,77
5295;45995,9;46;22,2
5296;46018,84;46,02;22,94
5297;46044,47;46,04;25,63
5298;46070,63;46,07;26,16
5299;46096,28;46,1;25,65
5300;46117,14;46,12;20,86
5301;46138,9;46,14;21,76
5302;46161,29;46,16;22,39
5303;46184,11;46,18;22,82
5304;46207,01;46,21;22,9
5305;46229,88;46,23;22,87
5306;46252,33;46,25;22,45
5307;46274,86;46,27;22,53
5308;46297,15;46,3;22,29
5309;46319,52;46,32;22,37
5310;46342,45;46,34;22,93
5311;46364,76;46,36;22,31
5312;46386,74;46,39;21,98
5313;46407,86;46,41;21,12
5314;46429,08;46,43;21,22
5315;46451,14;46,45;22,06
5316;46473,2;46,47;22,06
5317;46495,26;46,5;22,06
5318;46516,62;46,52;21,36
5319;46537,79;46,54;21,17
5320;46558,98;46,56;21,19
5321;46581;46,58;22,02
5322;46602,19;46,6;21,19
5323;46623,36;46,62;21,17
5324;46644,97;46,64;21,61
5325;46666,91;46,67;21,94
5326;46688,91;46,69;22
5327;46710,86;46,71;21,95
5328;46732,75;46,73;21,89
5329;46754,15;46,75;21,4
5330;46775,13;46,78;20,98
5331;46796,68;46,8;21,55
5332;46817,98;46,82;21,3
5333;46838,78;46,84;20,8
5334;46859,9;46,86;21,12
5335;46880,37;46,88;20,47
5336;46900,65;46,9;20,28
5337;46920,7;46,92;20,05
5338;46940,38;46,94;19,68
5339;46960,27;46,96;19,89
5340;46979,71;46,98;19,44
5341;46999,01;47;19,3
5342;47018,2;47,02;19,19
5343;47036,88;47,04;18,68
5344;47055,47;47,06;18,59
5345;47073,66;47,07;18,19
5346;47091,15;47,09;17,49
5347;47108,74;47,11;17,59
5348;47126,35;47,13;17,61
5349;47143,13;47,14;16,78
5350;47160;47,16;16,87
5351;47176,4;47,18;16,4
5352;47193,13;47,19;16,73
5353;47209,56;47,21;16,43
5354;47226,38;47,23;16,82
5355;47242,96;47,24;16,58
5356;47259,39;47,26;16,43
5357;47276,04;47,28;16,65
5358;47292,57;47,29;16,53
5359;47309,18;47,31;16,61
5360;47325,94;47,33;16,76
5361;47342,81;47,34;16,87
5362;47359,76;47,36;16,95
5363;47375,76;47,38;16
5364;47391,91;47,39;16,15
5365;47407,85;47,41;15,94
5366;47423,62;47,42;15,77
5367;47439,92;47,44;16,3
5368;47455,57;47,46;15,65
5369;47471,36;47,47;15,79
5370;47487,38;47,49;16,02
5371;47503,07;47,5;15,69
5372;47518,32;47,52;15,25
5373;47533,24;47,53;14,92
5374;47548,09;47,55;14,85
5375;47563,1;47,56;15,01
5376;47577,68;47,58;14,58
5377;47593,21;47,59;15,53
5378;47608,16;47,61;14,95
5379;47623,3;47,62;15,14
5380;47638,63;47,64;15,33
5381;47653,63;47,65;15
5382;47668,1;47,67;14,47
5383;47682,39;47,68;14,29
5384;47696,66;47,7;14,27
5385;47710,48;47,71;13,82
5386;47724,64;47,72;14,16
5387;47738,61;47,74;13,97
5388;47752,89;47,75;14,28
5389;47767,26;47,77;14,37
5390;47781,62;47,78;14,36
5391;47796,17;47,8;14,55
5392;47810,6;47,81;14,43
5393;47824,93;47,82;14,33
5394;47839,25;47,84;14,32
5395;47853,71;47,85;14,46
5396;47867,56;47,87;13,85
5397;47881,11;47,88;13,55
5398;47894,65;47,89;13,54
5399;47908,36;47,91;13,71
5400;47921,67;47,92;13,31
5401;47935,14;47,94;13,47
5402;47948,7;47,95;13,56
5403;47962,15;47,96;13,45
5404;47974,82;47,97;12,67
5405;47987,54;47,99;12,72
5406;48000,24;48;12,7
5407;48013,21;48,01;12,97
5408;48026;48,03;12,79
5409;48039,16;48,04;13,16
5410;48052,43;48,05;13,27
5411;48065,49;48,07;13,06
5412;48078,26;48,08;12,77
5413;48091,55;48,09;13,29
5414;48104,43;48,1;12,88
5415;48117,48;48,12;13,05
5416;48130,68;48,13;13,2
5417;48143,56;48,14;12,88
5418;48156,62;48,16;13,06
5419;48169,97;48,17;13,35
5420;48183,35;48,18;13,38
5421;48197,11;48,2;13,76
5422;48210,49;48,21;13,38
5423;48223,9;48,22;13,41
5424;48237,7;48,24;13,8
5425;48251,49;48,25;13,79
5426;48265,26;48,27;13,77
5427;48279,29;48,28;14,03
5428;48292,85;48,29;13,56
5429;48307;48,31;14,15
5430;48321,03;48,32;14,03
5431;48335,21;48,34;14,18
5432;48349,57;48,35;14,36
5433;48364,19;48,36;14,62
5434;48378,83;48,38;14,64
5435;48393,17;48,39;14,34
5436;48407,56;48,41;14,39
5437;48422,37;48,42;14,81
5438;48436,79;48,44;14,42
5439;48451,41;48,45;14,62
5440;48466,27;48,47;14,86
5441;48481,18;48,48;14,91
5442;48495,92;48,5;14,74
5443;48511,09;48,51;15,17
5444;48526,13;48,53;15,04
5445;48541,91;48,54;15,78
5446;48557,66;48,56;15,75
5447;48573,91;48,57;16,25
5448;48590,12;48,59;16,21
5449;48606,2;48,61;16,08
5450;48622,02;48,62;15,82
5451;48637,84;48,64;15,82
5452;48653,66;48,65;15,82
5453;48669,32;48,67;15,66
5454;48685,45;48,69;16,13
5455;48701,65;48,7;16,2
5456;48718,04;48,72;16,39
5457;48734,6;48,73;16,56
5458;48750,88;48,75;16,28
5459;48767,16;48,77;16,28
5460;48783,56;48,78;16,4
5461;48800,07;48,8;16,51
5462;48816,76;48,82;16,69
5463;48833,53;48,83;16,77
5464;48850,75;48,85;17,22
5465;48867,8;48,87;17,05
5466;48885,13;48,89;17,33
5467;48902,7;48,9;17,57
5468;48919,76;48,92;17,06
5469;48936,92;48,94;17,16
5470;48954,38;48,95;17,46
5471;48971,95;48,97;17,57
5472;48989,69;48,99;17,74
5473;49007,01;49,01;17,32
5474;49024,48;49,02;17,47
5475;49042,44;49,04;17,96
5476;49060,58;49,06;18,14
5477;49079,33;49,08;18,75
5478;49097,84;49,1;18,51
5479;49116,58;49,12;18,74
5480;49134,95;49,13;18,37
5481;49153,48;49,15;18,53
5482;49170,92;49,17;17,44
5483;49188,49;49,19;17,57
5484;49206,27;49,21;17,78
5485;49223,78;49,22;17,51
5486;49240,94;49,24;17,16
5487;49257,69;49,26;16,75
5488;49274,78;49,27;17,09
5489;49291,57;49,29;16,79
5490;49308,64;49,31;17,07
5491;49326,14;49,33;17,5
5492;49343,73;49,34;17,59
5493;49361,92;49,36;18,19
5494;49379,28;49,38;17,36
5495;49396,46;49,4;17,18
5496;49413,87;49,41;17,41
5497;49430,9;49,43;17,03
5498;49448,01;49,45;17,11
5499;49464,54;49,46;16,53
5500;49480,62;49,48;16,08
5501;49496,64;49,5;16,02
5502;49512,95;49,51;16,31
5503;49528,96;49,53;16,01
5504;49545,34;49,55;16,38
5505;49560,66;49,56;15,32
5506;49576,26;49,58;15,6
5507;49591,73;49,59;15,47
5508;49607,36;49,61;15,63
5509;49622,88;49,62;15,52
5510;49638,22;49,64;15,34
5511;49653,54;49,65;15,32
5512;49669;49,67;15,46
5513;49683,98;49,68;14,98
5514;49699,03;49,7;15,05
5515;49713,94;49,71;14,91
5516;49728,35;49,73;14,41
5517;49742,61;49,74;14,26
5518;49756,58;49,76;13,97
5519;49770,43;49,77;13,85
5520;49784,41;49,78;13,98
5521;49798,68;49,8;14,27
5522;49812,68;49,81;14
5523;49826,4;49,83;13,72
5524;49840,34;49,84;13,94
5525;49854,27;49,85;13,93
5526;49867,89;49,87;13,62
5527;49881,56;49,88;13,67
5528;49894,99;49,89;13,43
5529;49908,02;49,91;13,03
5530;49921,81;49,92;13,79
5531;49934,99;49,93;13,18
5532;49948,5;49,95;13,51
5533;49961,47;49,96;12,97
5534;49974,3;49,97;12,83
5535;49987,34;49,99;13,04
5536;50000,37;50;13,03
5537;50013,16;50,01;12,79
5538;50025,78;50,03;12,62
5539;50038,67;50,04;12,89
5540;50051,45;50,05;12,78
5541;50063,76;50,06;12,31
5542;50075,76;50,08;12
5543;50088,05;50,09;12,29
5544;50100,27;50,1;12,22
5545;50112,5;50,11;12,23
5546;50124,4;50,12;11,9
5547;50136,54;50,14;12,14
5548;50148,65;50,15;12,11
5549;50161,14;50,16;12,49
5550;50173,25;50,17;12,11
5551;50185,49;50,19;12,24
5552;50197,66;50,2;12,17
5553;50209,51;50,21;11,85
5554;50221,38;50,22;11,87
5555;50233,07;50,23;11,69
5556;50244,49;50,24;11,42
5557;50255,54;50,26;11,05
5558;50266,65;50,27;11,11
5559;50277,64;50,28;10,99
5560;50288,35;50,29;10,71
5561;50299,32;50,3;10,97
5562;50309,89;50,31;10,57
5563;50320,8;50,32;10,91
5564;50331,62;50,33;10,82
5565;50342,12;50,34;10,5
5566;50352,61;50,35;10,49
5567;50363,27;50,36;10,66
5568;50373,27;50,37;10
5569;50383,39;50,38;10,12
5570;50393,69;50,39;10,3
5571;50403,29;50,4;9,6
5572;50413,21;50,41;9,92
5573;50423,42;50,42;10,21
5574;50433,24;50,43;9,82
5575;50442,58;50,44;9,34
5576;50452,26;50,45;9,68
5577;50461,71;50,46;9,45
5578;50470,98;50,47;9,27
5579;50480,34;50,48;9,36
5580;50489,4;50,49;9,06
5581;50498,72;50,5;9,32
5582;50507,64;50,51;8,92
5583;50516,87;50,52;9,23
5584;50525,67;50,53;8,8
5585;50534,91;50,53;9,24
5586;50544;50,54;9,09
5587;50552,93;50,55;8,93
5588;50562,36;50,56;9,43
5589;50571,36;50,57;9
5590;50580,8;50,58;9,44
5591;50589,96;50,59;9,16
5592;50598,95;50,6;8,99
5593;50607,83;50,61;8,88
5594;50616,93;50,62;9,1
5595;50625,9;50,63;8,97
5596;50635,17;50,64;9,27
5597;50644,15;50,64;8,98
5598;50652,72;50,65;8,57
5599;50661,53;50,66;8,81
5600;50670,22;50,67;8,69
5601;50679,09;50,68;8,87
5602;50687,66;50,69;8,57
5603;50696,61;50,7;8,95
5604;50705,21;50,71;8,6
5605;50714,22;50,71;9,01
5606;50722,97;50,72;8,75
5607;50731,95;50,73;8,98
5608;50740,7;50,74;8,75
5609;50749,96;50,75;9,26
5610;50758,63;50,76;8,67
5611;50767,68;50,77;9,05
5612;50776,51;50,78;8,83
5613;50785,46;50,79;8,95
5614;50794,6;50,79;9,14
5615;50803,16;50,8;8,56
5616;50812,05;50,81;8,89
5617;50820,8;50,82;8,75
5618;50829,78;50,83;8,98
5619;50838,53;50,84;8,75
5620;50847,6;50,85;9,07
5621;50856,46;50,86;8,86
5622;50866,3;50,87;9,84
5623;50874,52;50,87;8,22
5624;50883,51;50,88;8,99
5625;50892,23;50,89;8,72
5626;50901,35;50,9;9,12
5627;50910,4;50,91;9,05
5628;50919,27;50,92;8,87
5629;50928,5;50,93;9,23
5630;50937,36;50,94;8,86
5631;50946,51;50,95;9,15
5632;50955,28;50,96;8,77
5633;50964,31;50,96;9,03
5634;50973,26;50,97;8,95
5635;50982,58;50,98;9,32
5636;50991,84;50,99;9,26
5637;51001,06;51;9,22
5638;51009,87;51,01;8,81
5639;51018,95;51,02;9,08
5640;51028,03;51,03;9,08
5641;51036,9;51,04;8,87
5642;51046,1;51,05;9,2
5643;51055,05;51,06;8,95
5644;51064,12;51,06;9,07
5645;51072,98;51,07;8,86
5646;51082,1;51,08;9,12
5647;51091;51,09;8,9
5648;51100,14;51,1;9,14
5649;51109,12;51,11;8,98
5650;51118,58;51,12;9,46
5651;51127,42;51,13;8,84
5652;51136,56;51,14;9,14
5653;51145,86;51,15;9,3
5654;51154,96;51,15;9,1
5655;51164,34;51,16;9,38
5656;51173,53;51,17;9,19
5657;51183,35;51,18;9,82
5658;51192,62;51,19;9,27
5659;51202,25;51,2;9,63
5660;51211,96;51,21;9,71
5661;51221,51;51,22;9,55
5662;51231,44;51,23;9,93
5663;51241,19;51,24;9,75
5664;51251,2;51,25;10,01
5665;51261,28;51,26;10,08
5666;51271,2;51,27;9,92
5667;51281,49;51,28;10,29
5668;51291,65;51,29;10,16
5669;51302,18;51,3;10,53
5670;51312,8;51,31;10,62
5671;51323,39;51,32;10,59
5672;51334,36;51,33;10,97
5673;51347,38;51,35;13,02
5674;51358,52;51,36;11,14
5675;51369,97;51,37;11,45
5676;51381,59;51,38;11,62
5677;51394,34;51,39;12,75
5678;51406,22;51,41;11,88
5679;51418,6;51,42;12,38
5680;51431,4;51,43;12,8
5681;51444,3;51,44;12,9
5682;51457,19;51,46;12,89
5683;51470,3;51,47;13,11
5684;51483,72;51,48;13,42
5685;51497,31;51,5;13,59
5686;51511,25;51,51;13,94
5687;51525,11;51,53;13,86
5688;51539,63;51,54;14,52
5689;51554,26;51,55;14,63
5690;51569,16;51,57;14,9
5691;51585,06;51,59;15,9
5692;51600,71;51,6;15,65
5693;51616,53;51,62;15,82
5694;51632,5;51,63;15,97
5695;51648,11;51,65;15,61
5696;51663,99;51,66;15,88
5697;51679,99;51,68;16
5698;51695,59;51,7;15,6
5699;51711,23;51,71;15,64
5700;51726,23;51,73;15
5701;51742;51,74;15,77
5702;51757,31;51,76;15,31
5703;51772,51;51,77;15,2
5704;51787,76;51,79;15,25
5705;51803,53;51,8;15,77
5706;51818,82;51,82;15,29
5707;51834,48;51,83;15,66
5708;51850,32;51,85;15,84
5709;51866,39;51,87;16,07
5710;51882,32;51,88;15,93
5711;51898,47;51,9;16,15
5712;51914,45;51,91;15,98
5713;51930,63;51,93;16,18
5714;51946,98;51,95;16,35
5715;51963,67;51,96;16,69
5716;51980,05;51,98;16,38
5717;51996,95;52;16,9
5718;52014,12;52,01;17,17
5719;52031,11;52,03;16,99
5720;52048,58;52,05;17,47
5721;52065,93;52,07;17,35
5722;52083,04;52,08;17,11
5723;52100,4;52,1;17,36
5724;52117,47;52,12;17,07
5725;52134,56;52,13;17,09
5726;52151,98;52,15;17,42
5727;52169,28;52,17;17,3
5728;52186,86;52,19;17,58
5729;52204;52,2;17,14
5730;52221,35;52,22;17,35
5731;52238,79;52,24;17,44
5732;52255,89;52,26;17,1
5733;52272,99;52,27;17,1
5734;52289,94;52,29;16,95
5735;52306,92;52,31;16,98
5736;52323,76;52,32;16,84
5737;52340,64;52,34;16,88
5738;52357,15;52,36;16,51
5739;52373,78;52,37;16,63
5740;52390,54;52,39;16,76
5741;52407,19;52,41;16,65
5742;52423,86;52,42;16,67
5743;52440,57;52,44;16,71
5744;52457,86;52,46;17,29
5745;52475,08;52,48;17,22
5746;52492,46;52,49;17,38
5747;52509,82;52,51;17,36
5748;52527,63;52,53;17,81
5749;52545,54;52,55;17,91
5750;52567,09;52,57;21,55
5751;52585,69;52,59;18,6
5752;52603,81;52,6;18,12
5753;52622,06;52,62;18,25
5754;52640,48;52,64;18,42
5755;52658,92;52,66;18,44
5756;52678,01;52,68;19,09
5757;52695,86;52,7;17,85
5758;52713,79;52,71;17,93
5759;52731,92;52,73;18,13
5760;52749,58;52,75;17,66
5761;52767,27;52,77;17,69
5762;52785,52;52,79;18,25
5763;52803,16;52,8;17,64
5764;52820,21;52,82;17,05
5765;52837,34;52,84;17,13
5766;52855,49;52,86;18,15
5767;52872,89;52,87;17,4
5768;52890,78;52,89;17,89
5769;52908,79;52,91;18,01
5770;52926,85;52,93;18,06
5771;52945,3;52,95;18,45
5772;52963,81;52,96;18,51
5773;52982,19;52,98;18,38
5774;53001,79;53;19,6
5775;53018,01;53,02;16,22
5776;53036,16;53,04;18,15
5777;53054,34;53,05;18,18
5778;53072,96;53,07;18,62
5779;53091,6;53,09;18,64
5780;53109,93;53,11;18,33
5781;53128,05;53,13;18,12
5782;53146,09;53,15;18,04
5783;53164,08;53,16;17,99
5784;53182,35;53,18;18,27
5785;53200,87;53,2;18,52
5786;53218,71;53,22;17,84
5787;53236,75;53,24;18,04
5788;53255,48;53,26;18,73
5789;53273,81;53,27;18,33
5790;53292,68;53,29;18,87
5791;53311,36;53,31;18,68
5792;53330,2;53,33;18,84
5793;53348,82;53,35;18,62
5794;53367,63;53,37;18,81
5795;53386,79;53,39;19,16
5796;53406,03;53,41;19,24
5797;53425,48;53,43;19,45
5798;53444,56;53,44;19,08
5799;53464,36;53,46;19,8
5800;53484,73;53,48;20,37
5801;53503,8;53,5;19,07
5802;53522,98;53,52;19,18
5803;53542,49;53,54;19,51
5804;53561,71;53,56;19,22
5805;53581,46;53,58;19,75
5806;53601,39;53,6;19,93
5807;53621,98;53,62;20,59
5808;53642,44;53,64;20,46
5809;53663,1;53,66;20,66
5810;53683,7;53,68;20,6
5811;53706,6;53,71;22,9
5812;53727,02;53,73;20,42
5813;53747,5;53,75;20,48
5814;53768,31;53,77;20,81
5815;53789,32;53,79;21,01
5816;53810,61;53,81;21,29
5817;53832,17;53,83;21,56
5818;53854,05;53,85;21,88
5819;53876,4;53,88;22,35
5820;53899,03;53,9;22,63
5821;53921,37;53,92;22,34
5822;53944,22;53,94;22,85
5823;53966,4;53,97;22,18
5824;53988,01;53,99;21,61
5825;54009,96;54,01;21,95
5826;54031,48;54,03;21,52
5827;54053,75;54,05;22,27
5828;54075,42;54,08;21,67
5829;54097,66;54,1;22,24
5830;54119,51;54,12;21,85
5831;54141,49;54,14;21,98
5832;54163,03;54,16;21,54
5833;54184,3;54,18;21,27
5834;54205,58;54,21;21,28
5835;54227,34;54,23;21,76
5836;54249,3;54,25;21,96
5837;54271,77;54,27;22,47
5838;54293,1;54,29;21,33
5839;54314,87;54,31;21,77
5840;54337,32;54,34;22,45
5841;54359,8;54,36;22,48
5842;54381,9;54,38;22,1
5843;54404,84;54,4;22,94
5844;54426,9;54,43;22,06
5845;54449,09;54,45;22,19
5846;54471,5;54,47;22,41
5847;54494,24;54,49;22,74
5848;54517,8;54,52;23,56
5849;54540,24;54,54;22,44
5850;54565,96;54,57;25,72
5851;54591,63;54,59;25,67
5852;54614,89;54,61;23,26
5853;54636,98;54,64;22,09
5854;54658,48;54,66;21,5
5855;54679,78;54,68;21,3
5856;54701,9;54,7;22,12
5857;54723,06;54,72;21,16
5858;54744,34;54,74;21,28
5859;54765,39;54,77;21,05
5860;54786,65;54,79;21,26
5861;54807,8;54,81;21,15
5862;54829,4;54,83;21,6
5863;54851,08;54,85;21,68
5864;54873,55;54,87;22,47
5865;54895,87;54,9;22,32
5866;54917,3;54,92;21,43
5867;54938,8;54,94;21,5
5868;54960,02;54,96;21,22
5869;54981,55;54,98;21,53
5870;55003,16;55;21,61
5871;55024,2;55,02;21,04
5872;55044,82;55,04;20,62
5873;55065,06;55,07;20,24
5874;55085,43;55,09;20,37
5875;55106,09;55,11;20,66
5876;55126,97;55,13;20,88
5877;55147,55;55,15;20,58
5878;55168,38;55,17;20,83
5879;55189,39;55,19;21,01
5880;55209,47;55,21;20,08
5881;55229,79;55,23;20,32
5882;55249,53;55,25;19,74
5883;55268,43;55,27;18,9
5884;55287,44;55,29;19,01
5885;55306,46;55,31;19,02
5886;55325,56;55,33;19,1
5887;55344,74;55,34;19,18
5888;55364,15;55,36;19,41
5889;55383,77;55,38;19,62
5890;55403,31;55,4;19,54
5891;55422,64;55,42;19,33
5892;55442,13;55,44;19,49
5893;55461,72;55,46;19,59
5894;55481,11;55,48;19,39
5895;55500,58;55,5;19,47
5896;55520,31;55,52;19,73
5897;55539,6;55,54;19,29
5898;55560,9;55,56;21,3
5899;55584,46;55,58;23,56
5900;55622,38;55,62;37,92
5901;55646,35;55,65;23,97
5902;55666,31;55,67;19,96
5903;55683,73;55,68;17,42
5904;55701,12;55,7;17,39
5905;55719,47;55,72;18,35
5906;55736,32;55,74;16,85
5907;55754,08;55,75;17,76
5908;55772,02;55,77;17,94
5909;55788,79;55,79;16,77
5910;55805,86;55,81;17,07
5911;55821,46;55,82;15,6
5912;55837,43;55,84;15,97
5913;55851,69;55,85;14,26
5914;55866,43;55,87;14,74
5915;55881,61;55,88;15,18
5916;55896,05;55,9;14,44
5917;55910,31;55,91;14,26
5918;55924,78;55,92;14,47
5919;55939,22;55,94;14,44
5920;55953,7;55,95;14,48
5921;55968,16;55,97;14,46
5922;55982,36;55,98;14,2
5923;55997,6;56;15,24
5924;56012,01;56,01;14,41
5925;56026,3;56,03;14,29
5926;56040,85;56,04;14,55
5927;56055,19;56,06;14,34
5928;56069,43;56,07;14,24
5929;56083,26;56,08;13,83
5930;56097,4;56,1;14,14
5931;56111,25;56,11;13,85
5932;56124,73;56,12;13,48
5933;56138,43;56,14;13,7
5934;56151,82;56,15;13,39
5935;56165,14;56,17;13,32
5936;56178,4;56,18;13,26
5937;56191,21;56,19;12,81
5938;56204,39;56,2;13,18
5939;56217,34;56,22;12,95
5940;56230,02;56,23;12,68
5941;56242,3;56,24;12,28
5942;56254,89;56,25;12,59
5943;56267,1;56,27;12,21
5944;56279,18;56,28;12,08
5945;56291;56,29;11,82
5946;56302,98;56,3;11,98
5947;56315,05;56,32;12,07
5948;56326,84;56,33;11,79
5949;56338,84;56,34;12
5950;56350,22;56,35;11,38
