Frame; Time (ms);Time (s);Delta
5530;49921,806;49,921806;13,188
5531;49934,994;49,934994;13,51
5532;49948,504;49,948504;12,968
5533;49961,472;49,961472;12,829
5534;49974,301;49,974301;13,04
5535;49987,341;49,987341;13,027
5536;50000,368;50,000368;12,788
5537;50013,156;50,013156;12,625
5538;50025,781;50,025781;12,89
5539;50038,671;50,038671;12,781
5540;50051,452;50,051452;12,311
5541;50063,763;50,063763;11,995
5542;50075,758;50,075758;12,296
5543;50088,054;50,088054;12,22
5544;50100,274;50,100274;12,23
5545;50112,504;50,112504;11,898
5546;50124,402;50,124402;12,142
5547;50136,544;50,136544;12,11
5548;50148,654;50,148654;12,483
5549;50161,137;50,161137;12,114
5550;50173,251;50,173251;12,241
5551;50185,492;50,185492;12,169
5552;50197,661;50,197661;11,852
5553;50209,513;50,209513;11,868
5554;50221,381;50,221381;11,689
5555;50233,07;50,23307;11,424
5556;50244,494;50,244494;11,049
5557;50255,543;50,255543;11,103
5558;50266,646;50,266646;10,993
5559;50277,639;50,277639;10,71
5560;50288,349;50,288349;10,97
5561;50299,319;50,299319;10,572
5562;50309,891;50,309891;10,914
5563;50320,805;50,320805;10,81
5564;50331,615;50,331615;10,51
5565;50342,125;50,342125;10,488
5566;50352,613;50,352613;10,66
5567;50363,273;50,363273;9,993
5568;50373,266;50,373266;10,122
5569;50383,388;50,383388;10,298
5570;50393,686;50,393686;9,605
5571;50403,291;50,403291;9,916
5572;50413,207;50,413207;10,214
5573;50423,421;50,423421;9,816
5574;50433,237;50,433237;9,345
5575;50442,582;50,442582;9,675
5576;50452,257;50,452257;9,454
5577;50461,711;50,461711;9,264
5578;50470,975;50,470975;9,367
5579;50480,342;50,480342;9,061
5580;50489,403;50,489403;9,317
5581;50498,72;50,49872;8,922
5582;50507,642;50,507642;9,225
5583;50516,867;50,516867;8,806
5584;50525,673;50,525673;9,234
5585;50534,907;50,534907;9,096
5586;50544,003;50,544003;8,924
5587;50552,927;50,552927;9,431
5588;50562,358;50,562358;9,007
5589;50571,365;50,571365;9,433
5590;50580,798;50,580798;9,162
5591;50589,96;50,58996;8,987
5592;50598,947;50,598947;8,884
5593;50607,831;50,607831;9,096
5594;50616,927;50,616927;8,971
5595;50625,898;50,625898;9,273
5596;50635,171;50,635171;8,978
5597;50644,149;50,644149;8,571
5598;50652,72;50,65272;8,813
5599;50661,533;50,661533;8,683
5600;50670,216;50,670216;8,875
5601;50679,091;50,679091;8,573
5602;50687,664;50,687664;8,948
5603;50696,612;50,696612;8,602
5604;50705,214;50,705214;9,001
5605;50714,215;50,714215;8,757
5606;50722,972;50,722972;8,974
5607;50731,946;50,731946;8,757
5608;50740,703;50,740703;9,252
5609;50749,955;50,749955;8,675
5610;50758,63;50,75863;9,048
5611;50767,678;50,767678;8,83
5612;50776,508;50,776508;8,957
5613;50785,465;50,785465;9,133
5614;50794,598;50,794598;8,558
5615;50803,156;50,803156;8,897
5616;50812,053;50,812053;8,748
5617;50820,801;50,820801;8,981
5618;50829,782;50,829782;8,745
5619;50838,527;50,838527;9,07
5620;50847,597;50,847597;8,858
5621;50856,455;50,856455;9,85
5622;50866,305;50,866305;8,218
5623;50874,523;50,874523;8,99
5624;50883,513;50,883513;8,713
5625;50892,226;50,892226;9,128
5626;50901,354;50,901354;9,05
5627;50910,404;50,910404;8,866
5628;50919,27;50,91927;9,233
5629;50928,503;50,928503;8,861
5630;50937,364;50,937364;9,144
5631;50946,508;50,946508;8,771
5632;50955,279;50,955279;9,033
5633;50964,312;50,964312;8,952
5634;50973,264;50,973264;9,314
5635;50982,578;50,982578;9,266
5636;50991,844;50,991844;9,213
5637;51001,057;51,001057;8,812
5638;51009,869;51,009869;9,08
5639;51018,949;51,018949;9,08
5640;51028,029;51,028029;8,872
5641;51036,901;51,036901;9,196
5642;51046,097;51,046097;8,954
5643;51055,051;51,055051;9,069
5644;51064,12;51,06412;8,863
5645;51072,983;51,072983;9,116
5646;51082,099;51,082099;8,905
5647;51091,004;51,091004;9,133
5648;51100,137;51,100137;8,985
5649;51109,122;51,109122;9,458
5650;51118,58;51,11858;8,835
5651;51127,415;51,127415;9,141
5652;51136,556;51,136556;9,301
5653;51145,857;51,145857;9,107
5654;51154,964;51,154964;9,379
5655;51164,343;51,164343;9,188
5656;51173,531;51,173531;9,82
5657;51183,351;51,183351;9,271
5658;51192,622;51,192622;9,629
5659;51202,251;51,202251;9,711
5660;51211,962;51,211962;9,552
5661;51221,514;51,221514;9,93
5662;51231,444;51,231444;9,748
5663;51241,192;51,241192;10,012
5664;51251,204;51,251204;10,075
5665;51261,279;51,261279;9,918
5666;51271,197;51,271197;10,297
5667;51281,494;51,281494;10,152
5668;51291,646;51,291646;10,53
5669;51302,176;51,302176;10,626
5670;51312,802;51,312802;10,584
5671;51323,386;51,323386;10,973
5672;51334,359;51,334359;13,021
5673;51347,38;51,34738;11,144
5674;51358,524;51,358524;11,442
5675;51369,966;51,369966;11,626
5676;51381,592;51,381592;12,75
5677;51394,342;51,394342;11,876
5678;51406,218;51,406218;12,381
5679;51418,599;51,418599;12,799
5680;51431,398;51,431398;12,899
5681;51444,297;51,444297;12,896
5682;51457,193;51,457193;13,11
5683;51470,303;51,470303;13,421
5684;51483,724;51,483724;13,587
5685;51497,311;51,497311;13,941
5686;51511,252;51,511252;13,859
5687;51525,111;51,525111;14,515
5688;51539,626;51,539626;14,639
5689;51554,265;51,554265;14,894
5690;51569,159;51,569159;15,898
5691;51585,057;51,585057;15,651
5692;51600,708;51,600708;15,826
5693;51616,534;51,616534;15,971
5694;51632,505;51,632505;15,604
5695;51648,109;51,648109;15,879
5696;51663,988;51,663988;16,004
5697;51679,992;51,679992;15,598
5698;51695,59;51,69559;15,642
5699;51711,232;51,711232;14,996
5700;51726,228;51,726228;15,77
5701;51741,998;51,741998;15,316
5702;51757,314;51,757314;15,196
5703;51772,51;51,77251;15,253
5704;51787,763;51,787763;15,764
5705;51803,527;51,803527;15,292
5706;51818,819;51,818819;15,663
5707;51834,482;51,834482;15,842
5708;51850,324;51,850324;16,066
5709;51866,39;51,86639;15,934
5710;51882,324;51,882324;16,15
5711;51898,474;51,898474;15,978
5712;51914,452;51,914452;16,174
5713;51930,626;51,930626;16,353
5714;51946,979;51,946979;16,688
5715;51963,667;51,963667;16,383
5716;51980,05;51,98005;16,898
5717;51996,948;51,996948;17,173
5718;52014,121;52,014121;16,989
5719;52031,11;52,03111;17,47
5720;52048,58;52,04858;17,349
5721;52065,929;52,065929;17,109
5722;52083,038;52,083038;17,363
5723;52100,401;52,100401;17,071
5724;52117,472;52,117472;17,089
5725;52134,561;52,134561;17,421
5726;52151,982;52,151982;17,302
5727;52169,284;52,169284;17,573
5728;52186,857;52,186857;17,139
5729;52203,996;52,203996;17,356
5730;52221,352;52,221352;17,437
5731;52238,789;52,238789;17,103
5732;52255,892;52,255892;17,101
5733;52272,993;52,272993;16,951
5734;52289,944;52,289944;16,979
5735;52306,923;52,306923;16,837
5736;52323,76;52,32376;16,879
5737;52340,639;52,340639;16,515
5738;52357,154;52,357154;16,626
5739;52373,78;52,37378;16,763
5740;52390,543;52,390543;16,645
5741;52407,188;52,407188;16,675
5742;52423,863;52,423863;16,703
5743;52440,566;52,440566;17,297
5744;52457,863;52,457863;17,221
5745;52475,084;52,475084;17,376
5746;52492,46;52,49246;17,355
5747;52509,815;52,509815;17,815
5748;52527,63;52,52763;17,91
5749;52545,54;52,54554;21,553
5750;52567,093;52,567093;18,595
5751;52585,688;52,585688;18,122
5752;52603,81;52,60381;18,25
5753;52622,06;52,62206;18,424
5754;52640,484;52,640484;18,437
5755;52658,921;52,658921;19,086
5756;52678,007;52,678007;17,853
5757;52695,86;52,69586;17,928
5758;52713,788;52,713788;18,135
5759;52731,923;52,731923;17,653
5760;52749,576;52,749576;17,695
5761;52767,271;52,767271;18,248
5762;52785,519;52,785519;17,646
5763;52803,165;52,803165;17,042
5764;52820,207;52,820207;17,133
5765;52837,34;52,83734;18,152
5766;52855,492;52,855492;17,399
5767;52872,891;52,872891;17,887
5768;52890,778;52,890778;18,015
5769;52908,793;52,908793;18,058
5770;52926,851;52,926851;18,45
5771;52945,301;52,945301;18,507
5772;52963,808;52,963808;18,381
5773;52982,189;52,982189;19,599
5774;53001,788;53,001788;16,221
5775;53018,009;53,018009;18,155
5776;53036,164;53,036164;18,177
5777;53054,341;53,054341;18,614
5778;53072,955;53,072955;18,647
5779;53091,602;53,091602;18,33
5780;53109,932;53,109932;18,119
5781;53128,051;53,128051;18,04
5782;53146,091;53,146091;17,991
5783;53164,082;53,164082;18,271
5784;53182,353;53,182353;18,521
5785;53200,874;53,200874;17,837
5786;53218,711;53,218711;18,04
5787;53236,751;53,236751;18,731
5788;53255,482;53,255482;18,332
5789;53273,814;53,273814;18,871
5790;53292,685;53,292685;18,674
5791;53311,359;53,311359;18,841
5792;53330,2;53,3302;18,615
5793;53348,815;53,348815;18,815
5794;53367,63;53,36763;19,16
5795;53386,79;53,38679;19,242
5796;53406,032;53,406032;19,452
5797;53425,484;53,425484;19,08
5798;53444,564;53,444564;19,8
5799;53464,364;53,464364;20,366
5800;53484,73;53,48473;19,07
5801;53503,8;53,5038;19,178
5802;53522,978;53,522978;19,516
5803;53542,494;53,542494;19,219
5804;53561,713;53,561713;19,746
5805;53581,459;53,581459;19,933
5806;53601,392;53,601392;20,584
5807;53621,976;53,621976;20,459
5808;53642,435;53,642435;20,663
5809;53663,098;53,663098;20,6
5810;53683,698;53,683698;22,899
5811;53706,597;53,706597;20,422
5812;53727,019;53,727019;20,483
5813;53747,502;53,747502;20,811
5814;53768,313;53,768313;21,012
5815;53789,325;53,789325;21,281
5816;53810,606;53,810606;21,564
5817;53832,17;53,83217;21,882
5818;53854,052;53,854052;22,343
5819;53876,395;53,876395;22,638
5820;53899,033;53,899033;22,333
5821;53921,366;53,921366;22,851
5822;53944,217;53,944217;22,188
5823;53966,405;53,966405;21,605
5824;53988,01;53,98801;21,945
5825;54009,955;54,009955;21,528
5826;54031,483;54,031483;22,27
5827;54053,753;54,053753;21,665
5828;54075,418;54,075418;22,239
5829;54097,657;54,097657;21,85
5830;54119,507;54,119507;21,983
5831;54141,49;54,14149;21,539
5832;54163,029;54,163029;21,276
5833;54184,305;54,184305;21,279
5834;54205,584;54,205584;21,759
5835;54227,343;54,227343;21,957
5836;54249,3;54,2493;22,467
5837;54271,767;54,271767;21,332
5838;54293,099;54,293099;21,775
5839;54314,874;54,314874;22,442
5840;54337,316;54,337316;22,482
5841;54359,798;54,359798;22,098
5842;54381,896;54,381896;22,941
5843;54404,837;54,404837;22,068
5844;54426,905;54,426905;22,187
5845;54449,092;54,449092;22,408
5846;54471,5;54,4715;22,737
5847;54494,237;54,494237;23,565
5848;54517,802;54,517802;22,442
5849;54540,244;54,540244;25,711
5850;54565,955;54,565955;25,672
5851;54591,627;54,591627;23,263
5852;54614,89;54,61489;22,087
5853;54636,977;54,636977;21,503
5854;54658,48;54,65848;21,3
5855;54679,78;54,67978;22,122
5856;54701,902;54,701902;21,154
5857;54723,056;54,723056;21,285
5858;54744,341;54,744341;21,051
5859;54765,392;54,765392;21,254
5860;54786,646;54,786646;21,153
5861;54807,799;54,807799;21,599
5862;54829,398;54,829398;21,686
5863;54851,084;54,851084;22,47
5864;54873,554;54,873554;22,312
5865;54895,866;54,895866;21,432
5866;54917,298;54,917298;21,505
5867;54938,803;54,938803;21,219
5868;54960,022;54,960022;21,529
5869;54981,551;54,981551;21,61
5870;55003,161;55,003161;21,037
5871;55024,198;55,024198;20,617
5872;55044,815;55,044815;20,242
5873;55065,057;55,065057;20,374
5874;55085,431;55,085431;20,662
5875;55106,093;55,106093;20,879
5876;55126,972;55,126972;20,574
5877;55147,546;55,147546;20,835
5878;55168,381;55,168381;21,008
5879;55189,389;55,189389;20,085
5880;55209,474;55,209474;20,312
5881;55229,786;55,229786;19,746
5882;55249,532;55,249532;18,898
5883;55268,43;55,26843;19,013
5884;55287,443;55,287443;19,013
5885;55306,456;55,306456;19,105
5886;55325,561;55,325561;19,176
5887;55344,737;55,344737;19,413
5888;55364,15;55,36415;19,62
5889;55383,77;55,38377;19,538
5890;55403,308;55,403308;19,329
5891;55422,637;55,422637;19,496
5892;55442,133;55,442133;19,59
5893;55461,723;55,461723;19,384
5894;55481,107;55,481107;19,475
5895;55500,582;55,500582;19,728
5896;55520,31;55,52031;19,289
5897;55539,599;55,539599;21,296
5898;55560,895;55,560895;23,56
5899;55584,455;55,584455;37,927
5900;55622,382;55,622382;23,969
5901;55646,351;55,646351;19,959
5902;55666,31;55,66631;17,423
5903;55683,733;55,683733;17,385
5904;55701,118;55,701118;18,351
5905;55719,469;55,719469;16,855
5906;55736,324;55,736324;17,761
5907;55754,085;55,754085;17,932
5908;55772,017;55,772017;16,771
5909;55788,788;55,788788;17,073
5910;55805,861;55,805861;15,601
5911;55821,462;55,821462;15,972
5912;55837,434;55,837434;14,259
5913;55851,693;55,851693;14,734
5914;55866,427;55,866427;15,187
5915;55881,614;55,881614;14,438
5916;55896,052;55,896052;14,258
5917;55910,31;55,91031;14,472
5918;55924,782;55,924782;14,434
5919;55939,216;55,939216;14,484
5920;55953,7;55,9537;14,459
5921;55968,159;55,968159;14,201
5922;55982,36;55,98236;15,24
5923;55997,6;55,9976;14,413
5924;56012,013;56,012013;14,288
5925;56026,301;56,026301;14,553
5926;56040,854;56,040854;14,332
5927;56055,186;56,055186;14,245
5928;56069,431;56,069431;13,829
5929;56083,26;56,08326;14,137
5930;56097,397;56,097397;13,854
5931;56111,251;56,111251;13,48
5932;56124,731;56,124731;13,699
5933;56138,43;56,13843;13,395
5934;56151,825;56,151825;13,319
5935;56165,144;56,165144;13,254
5936;56178,398;56,178398;12,815
5937;56191,213;56,191213;13,174
5938;56204,387;56,204387;12,952
5939;56217,339;56,217339;12,684
5940;56230,023;56,230023;12,28
5941;56242,303;56,242303;12,588
5942;56254,891;56,254891;12,213
5943;56267,104;56,267104;12,073
5944;56279,177;56,279177;11,818
5945;56290,995;56,290995;11,989
5946;56302,984;56,302984;12,067
5947;56315,051;56,315051;11,793
5948;56326,844;56,326844;11,999
5949;56338,843;56,338843;11,377
5950;56350,22;56,35022;11,679
5951;56361,899;56,361899;11,506
5952;56373,405;56,373405;11,853
5953;56385,258;56,385258;11,674
5954;56396,932;56,396932;11,466
5955;56408,398;56,408398;11,579
5956;56419,977;56,419977;11,293
5957;56431,27;56,43127;10,799
5958;56442,069;56,442069;11,145
5959;56453,214;56,453214;11,493
5960;56464,707;56,464707;10,69
5961;56475,397;56,475397;11,17
5962;56486,567;56,486567;10,957
5963;56497,524;56,497524;10,666
5964;56508,19;56,50819;10,769
5965;56518,959;56,518959;10,598
5966;56529,557;56,529557;10,337
5967;56539,894;56,539894;10,464
5968;56550,358;56,550358;10,002
5969;56560,36;56,56036;10,297
5970;56570,657;56,570657;10,494
5971;56581,151;56,581151;10,12
5972;56591,271;56,591271;10,942
5973;56602,213;56,602213;10,394
5974;56612,607;56,612607;10,055
5975;56622,662;56,622662;10,157
5976;56632,819;56,632819;9,913
5977;56642,732;56,642732;10,085
5978;56652,817;56,652817;9,986
5979;56662,803;56,662803;9,703
5980;56672,506;56,672506;9,842
5981;56682,348;56,682348;9,66
5982;56692,008;56,692008;9,782
5983;56701,79;56,70179;9,56
5984;56711,35;56,71135;9,462
5985;56720,812;56,720812;9,741
5986;56730,553;56,730553;9,12
5987;56739,673;56,739673;9,479
5988;56749,152;56,749152;9,276
5989;56758,428;56,758428;10,044
5990;56768,472;56,768472;9,3
5991;56777,772;56,777772;9
5992;56786,772;56,786772;9,307
5993;56796,079;56,796079;8,959
5994;56805,038;56,805038;9,258
5995;56814,296;56,814296;8,835
5996;56823,131;56,823131;9,021
5997;56832,152;56,832152;8,75
5998;56840,902;56,840902;9,096
5999;56849,998;56,849998;8,83
6000;56858,828;56,858828;9,131
6001;56867,959;56,867959;8,848
6002;56876,807;56,876807;9,319
6003;56886,126;56,886126;8,852
6004;56894,978;56,894978;8,953
6005;56903,931;56,903931;9,112
6006;56913,043;56,913043;8,963
6007;56922,006;56,922006;9,079
6008;56931,085;56,931085;8,891
6009;56939,976;56,939976;9,114
6010;56949,09;56,94909;8,825
6011;56957,915;56,957915;8,858
6012;56966,773;56,966773;8,694
6013;56975,467;56,975467;9,001
6014;56984,468;56,984468;8,697
6015;56993,165;56,993165;8,873
6016;57002,038;57,002038;9,063
6017;57011,101;57,011101;8,777
6018;57019,878;57,019878;8,893
6019;57028,771;57,028771;8,541
6020;57037,312;57,037312;8,863
6021;57046,175;57,046175;8,645
6022;57054,82;57,05482;8,967
6023;57063,787;57,063787;8,63
6024;57072,417;57,072417;8,923
6025;57081,34;57,08134;8,736
6026;57090,076;57,090076;8,864
6027;57098,94;57,09894;8,613
6028;57107,553;57,107553;8,838
6029;57116,391;57,116391;8,691
6030;57125,082;57,125082;8,933
6031;57134,015;57,134015;8,595
6032;57142,61;57,14261;8,814
6033;57151,424;57,151424;8,55
6034;57159,974;57,159974;8,727
6035;57168,701;57,168701;8,735
6036;57177,436;57,177436;8,563
6037;57185,999;57,185999;8,625
6038;57194,624;57,194624;8,492
6039;57203,116;57,203116;8,639
6040;57211,755;57,211755;8,458
6041;57220,213;57,220213;8,684
6042;57228,897;57,228897;8,43
6043;57237,327;57,237327;8,736
6044;57246,063;57,246063;8,428
6045;57254,491;57,254491;8,66
6046;57263,151;57,263151;8,535
6047;57271,686;57,271686;8,767
6048;57280,453;57,280453;8,77
6049;57289,223;57,289223;8,845
6050;57298,068;57,298068;8,476
6051;57306,544;57,306544;8,631
6052;57315,175;57,315175;8,479
6053;57323,654;57,323654;8,794
6054;57332,448;57,332448;8,422
6055;57340,87;57,34087;8,641
6056;57349,511;57,349511;8,469
6057;57357,98;57,35798;8,635
6058;57366,615;57,366615;8,437
6059;57375,052;57,375052;8,76
6060;57383,812;57,383812;8,478
6061;57392,29;57,39229;8,861
6062;57401,151;57,401151;8,508
6063;57409,659;57,409659;8,865
6064;57418,524;57,418524;8,684
6065;57427,208;57,427208;8,843
6066;57436,051;57,436051;8,52
6067;57444,571;57,444571;8,217
6068;57452,788;57,452788;8,557
6069;57461,345;57,461345;8,326
6070;57469,671;57,469671;8,454
6071;57478,125;57,478125;8,24
6072;57486,365;57,486365;8,547
6073;57494,912;57,494912;8,199
6074;57503,111;57,503111;8,519
6075;57511,63;57,51163;8,258
6076;57519,888;57,519888;8,389
6077;57528,277;57,528277;8,244
6078;57536,521;57,536521;8,506
6079;57545,027;57,545027;8,258
6080;57553,285;57,553285;8,485
6081;57561,77;57,56177;8,329
6082;57570,099;57,570099;8,592
6083;57578,691;57,578691;8,391
6084;57587,082;57,587082;8,563
6085;57595,645;57,595645;8,396
6086;57604,041;57,604041;8,622
6087;57612,663;57,612663;8,365
6088;57621,028;57,621028;8,57
6089;57629,598;57,629598;8,301
6090;57637,899;57,637899;8,61
6091;57646,509;57,646509;8,381
6092;57654,89;57,65489;8,71
6093;57663,6;57,6636;8,31
6094;57671,91;57,67191;8,534
6095;57680,444;57,680444;8,345
6096;57688,789;57,688789;8,663
6097;57697,452;57,697452;8,48
6098;57705,932;57,705932;8,755
6099;57714,687;57,714687;8,344
6100;57723,031;57,723031;8,593
6101;57731,624;57,731624;8,351
6102;57739,975;57,739975;8,621
6103;57748,596;57,748596;8,344
6104;57756,94;57,75694;8,592
6105;57765,532;57,765532;8,323
6106;57773,855;57,773855;8,661
6107;57782,516;57,782516;8,41
6108;57790,926;57,790926;8,614
6109;57799,54;57,79954;8,443
6110;57807,983;57,807983;8,688
6111;57816,671;57,816671;8,277
6112;57824,948;57,824948;8,529
6113;57833,477;57,833477;8,328
6114;57841,805;57,841805;8,638
6115;57850,443;57,850443;8,307
6116;57858,75;57,85875;8,623
6117;57867,373;57,867373;8,315
6118;57875,688;57,875688;8,524
6119;57884,212;57,884212;8,211
6120;57892,423;57,892423;8,461
6121;57900,884;57,900884;8,359
6122;57909,243;57,909243;8,419
6123;57917,662;57,917662;8,221
6124;57925,883;57,925883;8,417
6125;57934,3;57,9343;8,155
6126;57942,455;57,942455;8,325
6127;57950,78;57,95078;8,163
6128;57958,943;57,958943;21,321
6129;57980,264;57,980264;8,861
6130;57989,125;57,989125;7,232
6131;57996,357;57,996357;6,846
6132;58003,203;58,003203;8,202
6133;58011,405;58,011405;7,668
6134;58019,073;58,019073;8,151
6135;58027,224;58,027224;7,985
6136;58035,209;58,035209;8,118
6137;58043,327;58,043327;8,229
6138;58051,556;58,051556;8,05
6139;58059,606;58,059606;8,336
6140;58067,942;58,067942;8,048
6141;58075,99;58,07599;8,637
6142;58084,627;58,084627;8,149
6143;58092,776;58,092776;20,523
6144;58113,299;58,113299;7,684
6145;58120,983;58,120983;8,139
6146;58129,122;58,129122;8,011
6147;58137,133;58,137133;8,339
6148;58145,472;58,145472;7,93
6149;58153,402;58,153402;8,169
6150;58161,571;58,161571;14,117
6151;58175,688;58,175688;7,05
6152;58182,738;58,182738;7,187
6153;58189,925;58,189925;8,047
6154;58197,972;58,197972;7,925
6155;58205,897;58,205897;8,148
6156;58214,045;58,214045;7,941
6157;58221,986;58,221986;8,274
6158;58230,26;58,23026;7,897
6159;58238,157;58,238157;8,277
6160;58246,434;58,246434;7,971
6161;58254,405;58,254405;8,183
6162;58262,588;58,262588;8,535
6163;58271,123;58,271123;8,246
6164;58279,369;58,279369;7,901
6165;58287,27;58,28727;8,115
6166;58295,385;58,295385;7,943
6167;58303,328;58,303328;8,119
6168;58311,447;58,311447;8,086
6169;58319,533;58,319533;8,102
6170;58327,635;58,327635;7,927
6171;58335,562;58,335562;8,161
6172;58343,723;58,343723;7,972
6173;58351,695;58,351695;7,984
6174;58359,679;58,359679;8,35
6175;58368,029;58,368029;8,027
6176;58376,056;58,376056;8,323
6177;58384,379;58,384379;8,461
6178;58392,84;58,39284;8,618
6179;58401,458;58,401458;8,161
6180;58409,619;58,409619;8,507
6181;58418,126;58,418126;8,207
6182;58426,333;58,426333;8,598
6183;58434,931;58,434931;8,185
6184;58443,116;58,443116;8,485
6185;58451,601;58,451601;8,12
6186;58459,721;58,459721;8,476
6187;58468,197;58,468197;8,134
6188;58476,331;58,476331;8,624
6189;58484,955;58,484955;8,639
6190;58493,594;58,493594;8,229
6191;58501,823;58,501823;8,133
6192;58509,956;58,509956;8,805
6193;58518,761;58,518761;8,105
6194;58526,866;58,526866;8,127
6195;58534,993;58,534993;8,136
6196;58543,129;58,543129;8,34
6197;58551,469;58,551469;8,058
6198;58559,527;58,559527;8,279
6199;58567,806;58,567806;8,013
6200;58575,819;58,575819;8,537
6201;58584,356;58,584356;8,044
6202;58592,4;58,5924;8,975
6203;58601,375;58,601375;8,051
6204;58609,426;58,609426;8,358
6205;58617,784;58,617784;7,995
6206;58625,779;58,625779;8,316
6207;58634,095;58,634095;8,048
6208;58642,143;58,642143;8,347
6209;58650,49;58,65049;8,035
6210;58658,525;58,658525;8,367
6211;58666,892;58,666892;8,075
6212;58674,967;58,674967;8,401
6213;58683,368;58,683368;8,087
6214;58691,455;58,691455;8,369
6215;58699,824;58,699824;8,088
6216;58707,912;58,707912;8,424
6217;58716,336;58,716336;8,138
6218;58724,474;58,724474;8,719
6219;58733,193;58,733193;7,909
6220;58741,102;58,741102;8,451
6221;58749,553;58,749553;8,136
6222;58757,689;58,757689;8,516
6223;58766,205;58,766205;8,172
6224;58774,377;58,774377;8,452
6225;58782,829;58,782829;8,088
6226;58790,917;58,790917;8,401
6227;58799,318;58,799318;8,053
6228;58807,371;58,807371;8,312
6229;58815,683;58,815683;12,575
6230;58828,258;58,828258;26,058
6231;58854,316;58,854316;12,275
6232;58866,591;58,866591;7,725
6233;58874,316;58,874316;8,172
6234;58882,488;58,882488;7,991
6235;58890,479;58,890479;8,329
6236;58898,808;58,898808;8,069
6237;58906,877;58,906877;8,317
6238;58915,194;58,915194;14,741
6239;58929,935;58,929935;6,828
6240;58936,763;58,936763;7,833
6241;58944,596;58,944596;7,888
6242;58952,484;58,952484;8,035
6243;58960,519;58,960519;7,788
6244;58968,307;58,968307;7,792
6245;58976,099;58,976099;8,004
6246;58984,103;58,984103;7,834
6247;58991,937;58,991937;8,371
6248;59000,308;59,000308;7,917
6249;59008,225;59,008225;8,274
6250;59016,499;59,016499;8,145
6251;59024,644;59,024644;8,194
6252;59032,838;59,032838;8,265
6253;59041,103;59,041103;8,35
6254;59049,453;59,049453;8,156
6255;59057,609;59,057609;8,737
6256;59066,346;59,066346;8,341
6257;59074,687;59,074687;8,197
6258;59082,884;59,082884;8,634
6259;59091,518;59,091518;8,401
6260;59099,919;59,099919;8,178
6261;59108,097;59,108097;8,358
6262;59116,455;59,116455;8,19
6263;59124,645;59,124645;8,689
6264;59133,334;59,133334;8,144
6265;59141,478;59,141478;8,459
6266;59149,937;59,149937;8,202
6267;59158,139;59,158139;8,506
6268;59166,645;59,166645;8,151
6269;59174,796;59,174796;8,659
6270;59183,455;59,183455;8,663
6271;59192,118;59,192118;8,546
6272;59200,664;59,200664;8,268
6273;59208,932;59,208932;8,481
6274;59217,413;59,217413;8,266
6275;59225,679;59,225679;8,577
6276;59234,256;59,234256;8,346
6277;59242,602;59,242602;8,583
6278;59251,185;59,251185;8,406
6279;59259,591;59,259591;8,703
6280;59268,294;59,268294;8,4
6281;59276,694;59,276694;8,58
6282;59285,274;59,285274;8,453
6283;59293,727;59,293727;8,649
6284;59302,376;59,302376;8,493
6285;59310,869;59,310869;8,559
6286;59319,428;59,319428;8,746
6287;59328,174;59,328174;8,455
6288;59336,629;59,336629;8,78
6289;59345,409;59,345409;8,661
6290;59354,07;59,35407;8,787
6291;59362,857;59,362857;8,535
6292;59371,392;59,371392;8,806
6293;59380,198;59,380198;8,672
6294;59388,87;59,38887;8,968
6295;59397,838;59,397838;8,542
6296;59406,38;59,40638;8,951
6297;59415,331;59,415331;8,478
6298;59423,809;59,423809;8,673
6299;59432,482;59,432482;8,497
6300;59440,979;59,440979;8,765
6301;59449,744;59,449744;8,518
6302;59458,262;59,458262;11,811
6303;59470,073;59,470073;12,585
6304;59482,658;59,482658;10,11
6305;59492,768;59,492768;9,767
6306;59502,535;59,502535;14,048
6307;59516,583;59,516583;8,927
6308;59525,51;59,52551;8,912
6309;59534,422;59,534422;8,651
6310;59543,073;59,543073;8,875
6311;59551,948;59,551948;8,892
6312;59560,84;59,56084;8,331
6313;59569,171;59,569171;9,268
6314;59578,439;59,578439;8,453
6315;59586,892;59,586892;8,896
6316;59595,788;59,595788;11,165
6317;59606,953;59,606953;27
6318;59633,953;59,633953;9,049
6319;59643,002;59,643002;8,768
6320;59651,77;59,65177;8,587
6321;59660,357;59,660357;8,315
6322;59668,672;59,668672;8,483
6323;59677,155;59,677155;9,223
6324;59686,378;59,686378;7,35
6325;59693,728;59,693728;8,202
6326;59701,93;59,70193;8,481
6327;59710,411;59,710411;8,193
6328;59718,604;59,718604;9,679
6329;59728,283;59,728283;7,377
6330;59735,66;59,73566;8,153
6331;59743,813;59,743813;7,977
6332;59751,79;59,75179;8,161
6333;59759,951;59,759951;8,195
6334;59768,146;59,768146;8,308
6335;59776,454;59,776454;7,551
6336;59784,005;59,784005;7,898
6337;59791,903;59,791903;8,104
6338;59800,007;59,800007;7,84
6339;59807,847;59,807847;8,122
6340;59815,969;59,815969;8,001
6341;59823,97;59,82397;8,268
6342;59832,238;59,832238;8,013
6343;59840,251;59,840251;7,959
6344;59848,21;59,84821;7,842
6345;59856,052;59,856052;8,48
6346;59864,532;59,864532;7,667
6347;59872,199;59,872199;8,124
6348;59880,323;59,880323;8,508
6349;59888,831;59,888831;8,173
6350;59897,004;59,897004;8,089
6351;59905,093;59,905093;8,435
