Frame; Time (ms);Time (s);Delta
1613;14753,473;14,753473;9,328
1614;14762,801;14,762801;9,057
1615;14771,858;14,771858;9,282
1616;14781,14;14,78114;9,093
1617;14790,233;14,790233;10,616
1618;14800,849;14,800849;7,645
1619;14808,494;14,808494;9,165
1620;14817,659;14,817659;9,1
1621;14826,759;14,826759;9,25
1622;14836,009;14,836009;9,131
1623;14845,14;14,84514;8,921
1624;14854,061;14,854061;9,199
1625;14863,26;14,86326;8,866
1626;14872,126;14,872126;9,019
1627;14881,145;14,881145;8,812
1628;14889,957;14,889957;9,168
1629;14899,125;14,899125;8,882
1630;14908,007;14,908007;9,193
1631;14917,2;14,9172;8,923
1632;14926,123;14,926123;9,186
1633;14935,309;14,935309;8,932
1634;14944,241;14,944241;9,123
1635;14953,364;14,953364;9,348
1636;14962,712;14,962712;9,017
1637;14971,729;14,971729;9,221
1638;14980,95;14,98095;8,974
1639;14989,924;14,989924;9,388
1640;14999,312;14,999312;8,883
1641;15008,195;15,008195;10,373
1642;15018,568;15,018568;8,318
1643;15026,886;15,026886;9,178
1644;15036,064;15,036064;9,378
1645;15045,442;15,045442;9,059
1646;15054,501;15,054501;9,491
1647;15063,992;15,063992;9,159
1648;15073,151;15,073151;9,442
1649;15082,593;15,082593;9,184
1650;15091,777;15,091777;9,612
1651;15101,389;15,101389;9,531
1652;15110,92;15,11092;9,491
1653;15120,411;15,120411;9,854
1654;15130,265;15,130265;9,588
1655;15139,853;15,139853;9,981
1656;15149,834;15,149834;9,831
1657;15159,665;15,159665;10,136
1658;15169,801;15,169801;10,507
1659;15180,308;15,180308;10,341
1660;15190,649;15,190649;10,765
1661;15201,414;15,201414;10,993
1662;15212,407;15,212407;10,704
1663;15223,111;15,223111;11,176
1664;15234,287;15,234287;11,424
1665;15245,711;15,245711;14,875
1666;15260,586;15,260586;10,76
1667;15271,346;15,271346;12,089
1668;15283,435;15,283435;12,011
1669;15295,446;15,295446;11,993
1670;15307,439;15,307439;12,396
1671;15319,835;15,319835;12,533
1672;15332,368;15,332368;12,88
1673;15345,248;15,345248;12,74
1674;15357,988;15,357988;13,466
1675;15371,454;15,371454;14,542
1676;15385,996;15,385996;14,128
1677;15400,124;15,400124;14,494
1678;15414,618;15,414618;14,631
1679;15429,249;15,429249;14,578
1680;15443,827;15,443827;14,968
1681;15458,795;15,458795;15,683
1682;15474,478;15,474478;15,708
1683;15490,186;15,490186;16,08
1684;15506,266;15,506266;16,203
1685;15522,469;15,522469;16,569
1686;15539,038;15,539038;16,923
1687;15555,961;15,555961;17,558
1688;15573,519;15,573519;17,696
1689;15591,215;15,591215;17,15
1690;15608,365;15,608365;17,316
1691;15625,681;15,625681;17,932
1692;15643,613;15,643613;17,337
1693;15660,95;15,66095;17,878
1694;15678,828;15,678828;17,823
1695;15696,651;15,696651;17,286
1696;15713,937;15,713937;17,295
1697;15731,232;15,731232;17,014
1698;15748,246;15,748246;17,195
1699;15765,441;15,765441;18,058
1700;15783,499;15,783499;19,354
1701;15802,853;15,802853;41,518
1702;15844,371;15,844371;21,01
1703;15865,381;15,865381;17,313
1704;15882,694;15,882694;17,921
1705;15900,615;15,900615;17,777
1706;15918,392;15,918392;18,101
1707;15936,493;15,936493;18,26
1708;15954,753;15,954753;18,191
1709;15972,944;15,972944;18,494
1710;15991,438;15,991438;18,832
1711;16010,27;16,01027;18,22
1712;16028,49;16,02849;18,999
1713;16047,489;16,047489;17,73
1714;16065,219;16,065219;18,299
1715;16083,518;16,083518;18,394
1716;16101,912;16,101912;18,339
1717;16120,251;16,120251;18,244
1718;16138,495;16,138495;18,187
1719;16156,682;16,156682;18,672
1720;16175,354;16,175354;18,159
1721;16193,513;16,193513;18,444
1722;16211,957;16,211957;18,89
1723;16230,847;16,230847;21,05
1724;16251,897;16,251897;19,832
1725;16271,729;16,271729;20,304
1726;16292,033;16,292033;19,317
1727;16311,35;16,31135;19,454
1728;16330,804;16,330804;19,647
1729;16350,451;16,350451;19,668
1730;16370,119;16,370119;19,346
1731;16389,465;16,389465;19,391
1732;16408,856;16,408856;19,831
1733;16428,687;16,428687;19,361
1734;16448,048;16,448048;19,209
1735;16467,257;16,467257;19,377
1736;16486,634;16,486634;19,694
1737;16506,328;16,506328;19,995
1738;16526,323;16,526323;20,537
1739;16546,86;16,54686;20,819
1740;16567,679;16,567679;21,377
1741;16589,056;16,589056;20,955
1742;16610,011;16,610011;21,11
1743;16631,121;16,631121;20,172
1744;16651,293;16,651293;20,123
1745;16671,416;16,671416;19,78
1746;16691,196;16,691196;19,813
1747;16711,009;16,711009;19,183
1748;16730,192;16,730192;18,731
1749;16748,923;16,748923;18,851
1750;16767,774;16,767774;18,927
1751;16786,701;16,786701;19,525
1752;16806,226;16,806226;19,479
1753;16825,705;16,825705;19,431
1754;16845,136;16,845136;19,523
1755;16864,659;16,864659;19,875
1756;16884,534;16,884534;20,112
1757;16904,646;16,904646;20,358
1758;16925,004;16,925004;20,569
1759;16945,573;16,945573;20,793
1760;16966,366;16,966366;20,95
1761;16987,316;16,987316;20,872
1762;17008,188;17,008188;19,966
1763;17028,154;17,028154;19,896
1764;17048,05;17,04805;19,792
1765;17067,842;17,067842;20,339
1766;17088,181;17,088181;20,717
1767;17108,898;17,108898;19,988
1768;17128,886;17,128886;20,064
1769;17148,95;17,14895;19,303
1770;17168,253;17,168253;19,473
1771;17187,726;17,187726;19,071
1772;17206,797;17,206797;19,116
1773;17225,913;17,225913;18,936
1774;17244,849;17,244849;18,994
1775;17263,843;17,263843;18,878
1776;17282,721;17,282721;18,951
1777;17301,672;17,301672;18,354
1778;17320,026;17,320026;17,955
1779;17337,981;17,337981;17,84
1780;17355,821;17,355821;17,884
1781;17373,705;17,373705;17,756
1782;17391,461;17,391461;17,786
1783;17409,247;17,409247;17,672
1784;17426,919;17,426919;17,291
1785;17444,21;17,44421;17,204
1786;17461,414;17,461414;16,775
1787;17478,189;17,478189;16,557
1788;17494,746;17,494746;16,881
1789;17511,627;17,511627;16,544
1790;17528,171;17,528171;16,769
1791;17544,94;17,54494;15,809
1792;17560,749;17,560749;15,57
1793;17576,319;17,576319;15,69
1794;17592,009;17,592009;15,309
1795;17607,318;17,607318;14,919
1796;17622,237;17,622237;14,502
1797;17636,739;17,636739;14,294
1798;17651,033;17,651033;14,11
1799;17665,143;17,665143;13,539
1800;17678,682;17,678682;13,152
1801;17691,834;17,691834;13,352
1802;17705,186;17,705186;13,456
1803;17718,642;17,718642;12,981
1804;17731,623;17,731623;12,582
1805;17744,205;17,744205;12,235
1806;17756,44;17,75644;12,484
1807;17768,924;17,768924;11,857
1808;17780,781;17,780781;11,384
1809;17792,165;17,792165;11,212
1810;17803,377;17,803377;11,303
1811;17814,68;17,81468;10,76
1812;17825,44;17,82544;10,668
1813;17836,108;17,836108;10,657
1814;17846,765;17,846765;10,216
1815;17856,981;17,856981;10,284
1816;17867,265;17,867265;10,008
1817;17877,273;17,877273;10,152
1818;17887,425;17,887425;10,306
1819;17897,731;17,897731;9,892
1820;17907,623;17,907623;10,318
1821;17917,941;17,917941;10,258
1822;17928,199;17,928199;10,016
1823;17938,215;17,938215;10,031
1824;17948,246;17,948246;9,841
1825;17958,087;17,958087;9,987
1826;17968,074;17,968074;9,679
1827;17977,753;17,977753;9,727
1828;17987,48;17,98748;9,717
1829;17997,197;17,997197;9,737
1830;18006,934;18,006934;10,309
1831;18017,243;18,017243;9,197
1832;18026,44;18,02644;9,574
1833;18036,014;18,036014;10,616
1834;18046,63;18,04663;8,933
1835;18055,563;18,055563;9,186
1836;18064,749;18,064749;8,776
1837;18073,525;18,073525;8,869
1838;18082,394;18,082394;8,845
1839;18091,239;18,091239;9,92
1840;18101,159;18,101159;7,831
1841;18108,99;18,10899;8,241
1842;18117,231;18,117231;8,167
1843;18125,398;18,125398;8,721
1844;18134,119;18,134119;8,221
1845;18142,34;18,14234;8,557
1846;18150,897;18,150897;8,21
1847;18159,107;18,159107;8,471
1848;18167,578;18,167578;8,806
1849;18176,384;18,176384;8,307
1850;18184,691;18,184691;8,474
1851;18193,165;18,193165;8,359
1852;18201,524;18,201524;7,841
1853;18209,365;18,209365;8,159
1854;18217,524;18,217524;8,375
1855;18225,899;18,225899;7,921
1856;18233,82;18,23382;8,093
1857;18241,913;18,241913;7,909
1858;18249,822;18,249822;8,177
1859;18257,999;18,257999;8,354
1860;18266,353;18,266353;8,862
1861;18275,215;18,275215;8,307
1862;18283,522;18,283522;8,535
1863;18292,057;18,292057;8,233
1864;18300,29;18,30029;8,277
1865;18308,567;18,308567;8,826
1866;18317,393;18,317393;8,141
1867;18325,534;18,325534;8,286
1868;18333,82;18,33382;8,131
1869;18341,951;18,341951;8,865
1870;18350,816;18,350816;8,318
1871;18359,134;18,359134;8,125
1872;18367,259;18,367259;8,388
1873;18375,647;18,375647;8,136
1874;18383,783;18,383783;7,869
1875;18391,652;18,391652;7,88
1876;18399,532;18,399532;7,869
1877;18407,401;18,407401;7,836
1878;18415,237;18,415237;7,99
1879;18423,227;18,423227;8,227
1880;18431,454;18,431454;8,244
1881;18439,698;18,439698;8,505
1882;18448,203;18,448203;8,154
1883;18456,357;18,456357;8,293
1884;18464,65;18,46465;8,315
1885;18472,965;18,472965;8,264
1886;18481,229;18,481229;8,289
1887;18489,518;18,489518;8,267
1888;18497,785;18,497785;8,137
1889;18505,922;18,505922;8,592
1890;18514,514;18,514514;8,183
1891;18522,697;18,522697;8,114
1892;18530,811;18,530811;7,78
1893;18538,591;18,538591;7,676
1894;18546,267;18,546267;7,752
1895;18554,019;18,554019;7,856
1896;18561,875;18,561875;7,563
1897;18569,438;18,569438;8,685
1898;18578,123;18,578123;8,026
1899;18586,149;18,586149;7,449
1900;18593,598;18,593598;7,456
1901;18601,054;18,601054;7,276
1902;18608,33;18,60833;8,445
1903;18616,775;18,616775;7,922
1904;18624,697;18,624697;7,582
1905;18632,279;18,632279;7,658
1906;18639,937;18,639937;7,76
1907;18647,697;18,647697;7,78
1908;18655,477;18,655477;7,883
1909;18663,36;18,66336;7,373
1910;18670,733;18,670733;8,346
1911;18679,079;18,679079;7,627
1912;18686,706;18,686706;7,846
1913;18694,552;18,694552;7,69
1914;18702,242;18,702242;7,833
1915;18710,075;18,710075;7,988
1916;18718,063;18,718063;7,393
1917;18725,456;18,725456;7,857
1918;18733,313;18,733313;7,628
1919;18740,941;18,740941;7,905
1920;18748,846;18,748846;7,948
1921;18756,794;18,756794;8,342
1922;18765,136;18,765136;8,027
1923;18773,163;18,773163;7,756
1924;18780,919;18,780919;7,507
1925;18788,426;18,788426;7,708
1926;18796,134;18,796134;7,637
1927;18803,771;18,803771;7,719
1928;18811,49;18,81149;7,798
1929;18819,288;18,819288;7,782
1930;18827,07;18,82707;7,531
1931;18834,601;18,834601;7,539
1932;18842,14;18,84214;7,957
1933;18850,097;18,850097;7,582
1934;18857,679;18,857679;7,903
1935;18865,582;18,865582;7,551
1936;18873,133;18,873133;7,707
1937;18880,84;18,88084;7,383
1938;18888,223;18,888223;7,722
1939;18895,945;18,895945;7,437
1940;18903,382;18,903382;7,786
1941;18911,168;18,911168;7,46
1942;18918,628;18,918628;7,534
1943;18926,162;18,926162;7,695
1944;18933,857;18,933857;7,415
1945;18941,272;18,941272;7,557
1946;18948,829;18,948829;7,605
1947;18956,434;18,956434;7,686
1948;18964,12;18,96412;7,428
1949;18971,548;18,971548;7,627
1950;18979,175;18,979175;7,437
1951;18986,612;18,986612;7,605
1952;18994,217;18,994217;7,664
1953;19001,881;19,001881;7,447
1954;19009,328;19,009328;7,802
1955;19017,13;19,01713;7,357
1956;19024,487;19,024487;7,639
1957;19032,126;19,032126;7,373
1958;19039,499;19,039499;7,634
1959;19047,133;19,047133;7,227
1960;19054,36;19,05436;7,578
1961;19061,938;19,061938;7,269
1962;19069,207;19,069207;7,665
1963;19076,872;19,076872;7,514
1964;19084,386;19,084386;7,332
1965;19091,718;19,091718;7,508
1966;19099,226;19,099226;7,272
1967;19106,498;19,106498;7,579
1968;19114,077;19,114077;7,256
1969;19121,333;19,121333;7,543
1970;19128,876;19,128876;7,245
1971;19136,121;19,136121;7,204
1972;19143,325;19,143325;7,56
1973;19150,885;19,150885;7,227
1974;19158,112;19,158112;7,617
1975;19165,729;19,165729;6,981
1976;19172,71;19,17271;7,457
1977;19180,167;19,180167;7,225
1978;19187,392;19,187392;7,381
1979;19194,773;19,194773;7,136
1980;19201,909;19,201909;7,161
1981;19209,07;19,20907;7,5
1982;19216,57;19,21657;7,148
1983;19223,718;19,223718;7,426
1984;19231,144;19,231144;7,159
1985;19238,303;19,238303;7,512
1986;19245,815;19,245815;7,199
1987;19253,014;19,253014;7,213
1988;19260,227;19,260227;7,441
1989;19267,668;19,267668;6,954
1990;19274,622;19,274622;7,529
1991;19282,151;19,282151;7,069
1992;19289,22;19,28922;7,523
1993;19296,743;19,296743;6,91
1994;19303,653;19,303653;7,33
1995;19310,983;19,310983;7,017
1996;19318;19,318;7,084
1997;19325,084;19,325084;7,235
1998;19332,319;19,332319;7,094
1999;19339,413;19,339413;8,954
2000;19348,367;19,348367;6,441
2001;19354,808;19,354808;7,217
2002;19362,025;19,362025;7,182
2003;19369,207;19,369207;7,303
2004;19376,51;19,37651;7,223
2005;19383,733;19,383733;7,003
2006;19390,736;19,390736;7,345
2007;19398,081;19,398081;7,032
2008;19405,113;19,405113;7,34
2009;19412,453;19,412453;6,942
2010;19419,395;19,419395;6,969
2011;19426,364;19,426364;7,191
2012;19433,555;19,433555;6,949
2013;19440,504;19,440504;7,268
2014;19447,772;19,447772;7,032
2015;19454,804;19,454804;7,179
2016;19461,983;19,461983;6,888
2017;19468,871;19,468871;6,922
2018;19475,793;19,475793;7,211
2019;19483,004;19,483004;6,942
2020;19489,946;19,489946;7,131
2021;19497,077;19,497077;6,869
2022;19503,946;19,503946;7,226
2023;19511,172;19,511172;7,279
2024;19518,451;19,518451;6,881
2025;19525,332;19,525332;7,141
2026;19532,473;19,532473;6,84
2027;19539,313;19,539313;7,037
2028;19546,35;19,54635;7,942
2029;19554,292;19,554292;6,627
2030;19560,919;19,560919;6,829
2031;19567,748;19,567748;6,68
2032;19574,428;19,574428;7,016
2033;19581,444;19,581444;6,588
2034;19588,032;19,588032;6,892
2035;19594,924;19,594924;6,638
2036;19601,562;19,601562;6,668
2037;19608,23;19,60823;6,926
2038;19615,156;19,615156;6,639
2039;19621,795;19,621795;6,868
2040;19628,663;19,628663;6,554
2041;19635,217;19,635217;6,577
2042;19641,794;19,641794;6,777
2043;19648,571;19,648571;6,846
2044;19655,417;19,655417;6,692
2045;19662,109;19,662109;10,869
2046;19672,978;19,672978;6,853
2047;19679,831;19,679831;6,205
2048;19686,036;19,686036;6,067
2049;19692,103;19,692103;6,924
2050;19699,027;19,699027;6,758
2051;19705,785;19,705785;6,599
2052;19712,384;19,712384;6,381
2053;19718,765;19,718765;6,75
2054;19725,515;19,725515;6,257
2055;19731,772;19,731772;6,428
2056;19738,2;19,7382;6,497
2057;19744,697;19,744697;6,316
2058;19751,013;19,751013;6,444
2059;19757,457;19,757457;6,584
2060;19764,041;19,764041;6,567
2061;19770,608;19,770608;6,287
2062;19776,895;19,776895;7,084
2063;19783,979;19,783979;6,762
2064;19790,741;19,790741;6,298
2065;19797,039;19,797039;6,131
2066;19803,17;19,80317;6,021
2067;19809,191;19,809191;6,397
2068;19815,588;19,815588;6,471
2069;19822,059;19,822059;6,434
2070;19828,493;19,828493;6,564
2071;19835,057;19,835057;6,396
2072;19841,453;19,841453;6,328
2073;19847,781;19,847781;6,378
2074;19854,159;19,854159;6,427
2075;19860,586;19,860586;6,402
2076;19866,988;19,866988;6,357
2077;19873,345;19,873345;6,605
2078;19879,95;19,87995;6,403
2079;19886,353;19,886353;6,373
2080;19892,726;19,892726;6,646
2081;19899,372;19,899372;6,559
2082;19905,931;19,905931;6,432
2083;19912,363;19,912363;6,505
2084;19918,868;19,918868;6,399
2085;19925,267;19,925267;6,432
2086;19931,699;19,931699;6,368
2087;19938,067;19,938067;6,534
2088;19944,601;19,944601;6,358
2089;19950,959;19,950959;7,074
2090;19958,033;19,958033;6,25
2091;19964,283;19,964283;6,669
2092;19970,952;19,970952;6,063
2093;19977,015;19,977015;6,227
2094;19983,242;19,983242;6,183
2095;19989,425;19,989425;6,419
2096;19995,844;19,995844;6,509
2097;20002,353;20,002353;6,022
2098;20008,375;20,008375;6,438
2099;20014,813;20,014813;6,463
2100;20021,276;20,021276;6,099
2101;20027,375;20,027375;6,285
2102;20033,66;20,03366;6,139
2103;20039,799;20,039799;6,339
2104;20046,138;20,046138;6,322
2105;20052,46;20,05246;6,144
2106;20058,604;20,058604;6,704
2107;20065,308;20,065308;6,092
2108;20071,4;20,0714;6,274
2109;20077,674;20,077674;6,545
2110;20084,219;20,084219;6,531
2111;20090,75;20,09075;6,428
2112;20097,178;20,097178;6,667
2113;20103,845;20,103845;6,396
2114;20110,241;20,110241;6,268
2115;20116,509;20,116509;6,26
2116;20122,769;20,122769;6,35
2117;20129,119;20,129119;6,137
2118;20135,256;20,135256;6,146
2119;20141,402;20,141402;6,202
2120;20147,604;20,147604;6,234
2121;20153,838;20,153838;6,22
2122;20160,058;20,160058;6,147
2123;20166,205;20,166205;6,156
2124;20172,361;20,172361;6,645
2125;20179,006;20,179006;6,362
2126;20185,368;20,185368;6,209
2127;20191,577;20,191577;6,162
2128;20197,739;20,197739;6,337
2129;20204,076;20,204076;6,474
2130;20210,55;20,21055;6,19
2131;20216,74;20,21674;6,183
2132;20222,923;20,222923;6,454
2133;20229,377;20,229377;6,278
2134;20235,655;20,235655;6,604
2135;20242,259;20,242259;6,317
2136;20248,576;20,248576;6,042
2137;20254,618;20,254618;6,149
2138;20260,767;20,260767;6,462
2139;20267,229;20,267229;6,178
2140;20273,407;20,273407;6,234
2141;20279,641;20,279641;6,204
2142;20285,845;20,285845;6,231
2143;20292,076;20,292076;6,591
2144;20298,667;20,298667;6,996
2145;20305,663;20,305663;6,149
2146;20311,812;20,311812;6,231
2147;20318,043;20,318043;6,651
2148;20324,694;20,324694;6,407
2149;20331,101;20,331101;6,185
2150;20337,286;20,337286;6,315
2151;20343,601;20,343601;6,475
2152;20350,076;20,350076;6,132
2153;20356,208;20,356208;6,151
2154;20362,359;20,362359;6,229
2155;20368,588;20,368588;6,08
2156;20374,668;20,374668;6,186
2157;20380,854;20,380854;6,33
2158;20387,184;20,387184;6,377
2159;20393,561;20,393561;6,342
2160;20399,903;20,399903;6,545
2161;20406,448;20,406448;6,243
2162;20412,691;20,412691;6,394
2163;20419,085;20,419085;6,345
2164;20425,43;20,42543;6,265
2165;20431,695;20,431695;6,28
2166;20437,975;20,437975;6,376
2167;20444,351;20,444351;6,381
2168;20450,732;20,450732;6,366
2169;20457,098;20,457098;6,441
2170;20463,539;20,463539;6,408
2171;20469,947;20,469947;6,012
2172;20475,959;20,475959;6,56
2173;20482,519;20,482519;6,121
2174;20488,64;20,48864;6,392
2175;20495,032;20,495032;6,302
2176;20501,334;20,501334;6,225
2177;20507,559;20,507559;6,405
2178;20513,964;20,513964;6,341
2179;20520,305;20,520305;6,394
2180;20526,699;20,526699;6,358
2181;20533,057;20,533057;6,368
2182;20539,425;20,539425;6,444
2183;20545,869;20,545869;6,326
2184;20552,195;20,552195;6,34
2185;20558,535;20,558535;6,36
2186;20564,895;20,564895;6,305
2187;20571,2;20,5712;6,091
2188;20577,291;20,577291;6,521
2189;20583,812;20,583812;6,902
2190;20590,714;20,590714;6,276
2191;20596,99;20,59699;6,213
2192;20603,203;20,603203;6,129
2193;20609,332;20,609332;6,123
2194;20615,455;20,615455;6,274
2195;20621,729;20,621729;6,421
2196;20628,15;20,62815;6,182
2197;20634,332;20,634332;6,544
2198;20640,876;20,640876;6,405
2199;20647,281;20,647281;6,198
2200;20653,479;20,653479;6,211
2201;20659,69;20,65969;6,294
2202;20665,984;20,665984;6,147
2203;20672,131;20,672131;6,591
2204;20678,722;20,678722;6,228
2205;20684,95;20,68495;6,942
2206;20691,892;20,691892;6,311
2207;20698,203;20,698203;6,37
2208;20704,573;20,704573;6,521
2209;20711,094;20,711094;6,537
2210;20717,631;20,717631;6,317
2211;20723,948;20,723948;6,391
2212;20730,339;20,730339;6,1
2213;20736,439;20,736439;6,514
2214;20742,953;20,742953;6,544
2215;20749,497;20,749497;6,053
2216;20755,55;20,75555;6,102
2217;20761,652;20,761652;6,081
2218;20767,733;20,767733;6,517
2219;20774,25;20,77425;6,259
2220;20780,509;20,780509;6,146
2221;20786,655;20,786655;6,285
2222;20792,94;20,79294;6,254
2223;20799,194;20,799194;6,171
2224;20805,365;20,805365;6,15
2225;20811,515;20,811515;6,2
2226;20817,715;20,817715;6,374
2227;20824,089;20,824089;6,153
2228;20830,242;20,830242;6,178
2229;20836,42;20,83642;6,171
2230;20842,591;20,842591;6,434
2231;20849,025;20,849025;6,201
2232;20855,226;20,855226;6,23
2233;20861,456;20,861456;6,181
2234;20867,637;20,867637;6,182
2235;20873,819;20,873819;6,367
2236;20880,186;20,880186;7,005
2237;20887,191;20,887191;7,034
2238;20894,225;20,894225;6,475
2239;20900,7;20,9007;6,662
2240;20907,362;20,907362;6,981
2241;20914,343;20,914343;6,5
2242;20920,843;20,920843;6,402
2243;20927,245;20,927245;6,395
2244;20933,64;20,93364;6,061
2245;20939,701;20,939701;6,353
2246;20946,054;20,946054;6,564
2247;20952,618;20,952618;6,447
2248;20959,065;20,959065;6,229
2249;20965,294;20,965294;6,477
2250;20971,771;20,971771;6,565
2251;20978,336;20,978336;6,333
2252;20984,669;20,984669;6,382
2253;20991,051;20,991051;6,267
2254;20997,318;20,997318;6,597
2255;21003,915;21,003915;6,514
2256;21010,429;21,010429;6,369
2257;21016,798;21,016798;7,446
2258;21024,244;21,024244;6,581
2259;21030,825;21,030825;6,661
2260;21037,486;21,037486;6,104
2261;21043,59;21,04359;6,568
2262;21050,158;21,050158;6,174
2263;21056,332;21,056332;6,115
2264;21062,447;21,062447;6,146
2265;21068,593;21,068593;6,057
2266;21074,65;21,07465;6,281
2267;21080,931;21,080931;6,309
2268;21087,24;21,08724;6,311
2269;21093,551;21,093551;6,216
2270;21099,767;21,099767;6,223
2271;21105,99;21,10599;6,312
2272;21112,302;21,112302;6,131
2273;21118,433;21,118433;6,121
2274;21124,554;21,124554;6,726
2275;21131,28;21,13128;6,211
2276;21137,491;21,137491;6,094
2277;21143,585;21,143585;6,547
2278;21150,132;21,150132;6,883
2279;21157,015;21,157015;6,925
2280;21163,94;21,16394;6,405
2281;21170,345;21,170345;6,364
2282;21176,709;21,176709;6,859
2283;21183,568;21,183568;6,437
2284;21190,005;21,190005;7,416
2285;21197,421;21,197421;6,987
2286;21204,408;21,204408;7,425
2287;21211,833;21,211833;7,084
2288;21218,917;21,218917;7,211
2289;21226,128;21,226128;7,444
2290;21233,572;21,233572;7,285
2291;21240,857;21,240857;7,642
2292;21248,499;21,248499;7,363
2293;21255,862;21,255862;7,902
2294;21263,764;21,263764;7,476
2295;21271,24;21,27124;8,671
2296;21279,911;21,279911;7,616
2297;21287,527;21,287527;8,131
2298;21295,658;21,295658;7,688
2299;21303,346;21,303346;8,06
2300;21311,406;21,311406;7,843
2301;21319,249;21,319249;8,03
2302;21327,279;21,327279;7,92
2303;21335,199;21,335199;7,976
2304;21343,175;21,343175;8,348
2305;21351,523;21,351523;8,021
2306;21359,544;21,359544;8,623
2307;21368,167;21,368167;8,108
2308;21376,275;21,376275;8,755
2309;21385,03;21,38503;8,023
2310;21393,053;21,393053;8,836
2311;21401,889;21,401889;8,734
2312;21410,623;21,410623;8,488
2313;21419,111;21,419111;8,977
2314;21428,088;21,428088;8,57
2315;21436,658;21,436658;8,859
2316;21445,517;21,445517;8,572
2317;21454,089;21,454089;8,966
2318;21463,055;21,463055;8,659
2319;21471,714;21,471714;9,786
2320;21481,5;21,4815;8,782
2321;21490,282;21,490282;9,168
2322;21499,45;21,49945;8,764
2323;21508,214;21,508214;9,045
2324;21517,259;21,517259;8,829
2325;21526,088;21,526088;9,176
2326;21535,264;21,535264;9,08
2327;21544,344;21,544344;8,886
2328;21553,23;21,55323;9,316
2329;21562,546;21,562546;8,875
2330;21571,421;21,571421;9,508
2331;21580,929;21,580929;8,951
2332;21589,88;21,58988;9,36
2333;21599,24;21,59924;8,937
2334;21608,177;21,608177;9,253
2335;21617,43;21,61743;9,202
2336;21626,632;21,626632;9,281
2337;21635,913;21,635913;9,2
2338;21645,113;21,645113;9,138
2339;21654,251;21,654251;9,088
2340;21663,339;21,663339;8,891
2341;21672,23;21,67223;9,12
2342;21681,35;21,68135;8,953
2343;21690,303;21,690303;9,114
2344;21699,417;21,699417;8,966
2345;21708,383;21,708383;9,177
2346;21717,56;21,71756;9,01
2347;21726,57;21,72657;9,267
2348;21735,837;21,735837;9,202
2349;21745,039;21,745039;8,943
2350;21753,982;21,753982;9,278
2351;21763,26;21,76326;8,87
2352;21772,13;21,77213;9,071
2353;21781,201;21,781201;8,809
2354;21790,01;21,79001;9,073
2355;21799,083;21,799083;8,842
2356;21807,925;21,807925;9,172
2357;21817,097;21,817097;9,075
2358;21826,172;21,826172;9,095
2359;21835,267;21,835267;9,096
2360;21844,363;21,844363;8,882
2361;21853,245;21,853245;9,351
2362;21862,596;21,862596;8,852
2363;21871,448;21,871448;9,154
2364;21880,602;21,880602;8,88
2365;21889,482;21,889482;9,114
2366;21898,596;21,898596;8,958
2367;21907,554;21,907554;9,234
2368;21916,788;21,916788;8,988
2369;21925,776;21,925776;9,301
2370;21935,077;21,935077;9,128
2371;21944,205;21,944205;8,882
2372;21953,087;21,953087;9,204
2373;21962,291;21,962291;8,993
2374;21971,284;21,971284;9,298
2375;21980,582;21,980582;9,107
2376;21989,689;21,989689;9,333
2377;21999,022;21,999022;9,091
2378;22008,113;22,008113;9,188
2379;22017,301;22,017301;9,051
2380;22026,352;22,026352;9,497
2381;22035,849;22,035849;9,32
2382;22045,169;22,045169;9,17
2383;22054,339;22,054339;9,438
2384;22063,777;22,063777;9,167
2385;22072,944;22,072944;9,379
2386;22082,323;22,082323;9,191
2387;22091,514;22,091514;9,511
2388;22101,025;22,101025;9,251
2389;22110,276;22,110276;9,399
2390;22119,675;22,119675;9,503
2391;22129,178;22,129178;9,239
2392;22138,417;22,138417;9,57
2393;22147,987;22,147987;9,099
2394;22157,086;22,157086;9,402
2395;22166,488;22,166488;9,25
2396;22175,738;22,175738;9,583
2397;22185,321;22,185321;9,562
2398;22194,883;22,194883;9,269
2399;22204,152;22,204152;9,42
2400;22213,572;22,213572;9,208
2401;22222,78;22,22278;9,554
2402;22232,334;22,232334;9,246
2403;22241,58;22,24158;9,787
2404;22251,367;22,251367;9,487
2405;22260,854;22,260854;9,258
2406;22270,112;22,270112;9,613
2407;22279,725;22,279725;9,19
2408;22288,915;22,288915;9,523
2409;22298,438;22,298438;9,117
2410;22307,555;22,307555;9,385
2411;22316,94;22,31694;9,082
2412;22326,022;22,326022;9,529
2413;22335,551;22,335551;9,417
2414;22344,968;22,344968;9,18
2415;22354,148;22,354148;9,649
2416;22363,797;22,363797;9,179
2417;22372,976;22,372976;9,479
2418;22382,455;22,382455;9,132
2419;22391,587;22,391587;9,177
2420;22400,764;22,400764;8,935
2421;22409,699;22,409699;9,114
2422;22418,813;22,418813;9,177
2423;22427,99;22,42799;8,814
2424;22436,804;22,436804;9,044
2425;22445,848;22,445848;8,939
2426;22454,787;22,454787;9,099
2427;22463,886;22,463886;9,14
2428;22473,026;22,473026;9,183
2429;22482,209;22,482209;8,764
2430;22490,973;22,490973;9,074
2431;22500,047;22,500047;8,715
2432;22508,762;22,508762;9,141
2433;22517,903;22,517903;8,844
2434;22526,747;22,526747;8,903
